0,-1.4884e+07,1
0.060605,-1.4882e+07,1
0.12153,-1.4882e+07,1
0.18257,-1.4882e+07,1
0.24351,-1.4882e+07,1
0.30472,-1.4882e+07,1
0.36571,-1.4882e+07,1
0.42683,-1.4882e+07,1
0.48793,-1.4882e+07,1
0.54904,-1.4882e+07,1
0.61016,-1.4882e+07,1
0.6716,-1.4882e+07,1
0.73252,-1.4882e+07,1
0.79391,-1.4882e+07,1
0.85467,-1.4882e+07,1
0.9164,-1.4882e+07,1
0.97798,-1.4882e+07,1
1.0394,-1.4882e+07,1
1.1014,-1.4882e+07,1
1.1631,-1.4882e+07,1
1.2253,-1.4882e+07,1
1.2837,-1.4882e+07,1
1.3414,-1.4882e+07,1
1.4003,-1.4882e+07,1
1.4589,-1.4882e+07,1
1.517,-1.4882e+07,1
1.5745,-1.4882e+07,1
1.6317,-1.4882e+07,1
1.6909,-1.4882e+07,1
1.7497,-1.4882e+07,1
1.8086,-1.4882e+07,1
1.8671,-1.4882e+07,1
1.9244,-1.4882e+07,1
1.9832,-1.4882e+07,1
2.0417,-1.4882e+07,1
2.0998,-1.4882e+07,1
2.1575,-1.4882e+07,1
2.2149,-1.4882e+07,1
2.2738,-1.4882e+07,1
2.3329,-1.4882e+07,1
2.3916,-1.4882e+07,1
2.4493,-1.4882e+07,1
2.507,-1.4882e+07,1
2.565,-1.4882e+07,1
2.6231,-1.4882e+07,1
2.6808,-1.4882e+07,1
2.739,-1.4882e+07,1
2.7977,-1.4882e+07,1
2.8554,-1.4882e+07,1
2.9134,-1.4882e+07,1
2.9712,-1.4882e+07,1
3.0443,-1.5245e+07,2
3.1088,-1.5243e+07,2
3.174,-1.524e+07,2
3.3076,-1.5238e+07,2
3.3718,-1.5236e+07,2
3.5052,-1.5234e+07,2
3.6384,-1.5232e+07,2
3.7711,-1.5232e+07,2
3.9043,-1.523e+07,2
4.0378,-1.523e+07,2
4.1715,-1.5229e+07,2
4.2374,-1.5226e+07,2
4.3722,-1.5225e+07,2
4.4378,-1.5224e+07,2
4.5714,-1.5222e+07,2
4.7058,-1.5222e+07,2
4.8389,-1.5219e+07,2
4.9722,-1.5218e+07,2
5.0378,-1.5217e+07,2
5.1716,-1.5217e+07,2
5.2371,-1.5215e+07,2
5.3027,-1.5214e+07,2
5.377,-1.5438e+07,3
5.4469,-1.5418e+07,3
5.6057,-1.54e+07,3
5.6755,-1.5383e+07,3
5.7456,-1.5374e+07,3
5.8155,-1.5363e+07,3
5.9737,-1.5357e+07,3
6.1323,-1.535e+07,3
6.2899,-1.5344e+07,3
6.3608,-1.5339e+07,3
6.431,-1.5337e+07,3
6.5889,-1.5334e+07,3
6.659,-1.533e+07,3
6.8167,-1.5327e+07,3
6.8871,-1.5325e+07,3
7.0464,-1.5323e+07,3
7.2053,-1.5321e+07,3
7.3641,-1.532e+07,3
7.4361,-1.5317e+07,3
7.5947,-1.5315e+07,3
7.754,-1.5313e+07,3
7.9137,-1.5311e+07,3
8.0728,-1.5309e+07,3
8.2323,-1.5309e+07,3
8.3917,-1.5308e+07,3
8.5504,-1.5306e+07,3
8.7101,-1.5306e+07,3
8.7817,-1.5305e+07,3
8.8522,-1.5302e+07,3
9.0124,-1.53e+07,3
9.1718,-1.5299e+07,3
9.3307,-1.53e+07,3
9.4894,-1.53e+07,3
9.6516,-1.5299e+07,3
9.722,-1.5297e+07,3
9.8813,-1.5295e+07,3
10.04,-1.5295e+07,3
10.199,-1.5294e+07,3
10.358,-1.5291e+07,3
10.517,-1.529e+07,3
10.677,-1.529e+07,3
10.836,-1.529e+07,3
10.998,-1.529e+07,3
11.157,-1.5289e+07,3
11.315,-1.5289e+07,3
11.475,-1.5288e+07,3
11.546,-1.5289e+07,3
11.704,-1.5289e+07,3
11.863,-1.5288e+07,3
12.023,-1.5287e+07,3
12.182,-1.5287e+07,3
12.341,-1.5286e+07,3
12.5,-1.5284e+07,3
12.571,-1.5282e+07,3
12.729,-1.5282e+07,3
12.8,-1.5281e+07,3
12.96,-1.5281e+07,3
13.121,-1.528e+07,3
13.28,-1.5278e+07,3
13.351,-1.5276e+07,3
13.51,-1.5278e+07,3
13.669,-1.5277e+07,3
13.741,-1.5276e+07,3
13.899,-1.5275e+07,3
14.058,-1.5273e+07,3
14.129,-1.5272e+07,3
14.288,-1.5272e+07,3
14.446,-1.5273e+07,3
14.518,-1.5272e+07,3
14.589,-1.5271e+07,3
14.748,-1.5271e+07,3
14.82,-1.5269e+07,3
14.979,-1.5269e+07,3
15.05,-1.5267e+07,3
15.121,-1.5267e+07,3
15.281,-1.5267e+07,3
15.44,-1.5265e+07,3
15.512,-1.5266e+07,3
15.583,-1.5265e+07,3
15.654,-1.5265e+07,3
15.813,-1.5264e+07,3
15.885,-1.5264e+07,3
16.045,-1.5262e+07,3
16.128,-1.5573e+07,4
16.317,-1.5561e+07,4
16.506,-1.5553e+07,4
16.586,-1.5547e+07,4
16.664,-1.5543e+07,4
16.742,-1.5539e+07,4
16.82,-1.5535e+07,4
17.007,-1.5534e+07,4
17.193,-1.553e+07,4
17.271,-1.5527e+07,4
17.456,-1.5525e+07,4
17.534,-1.5524e+07,4
17.611,-1.5521e+07,4
17.689,-1.5521e+07,4
17.874,-1.5517e+07,4
17.953,-1.5518e+07,4
18.138,-1.5516e+07,4
18.324,-1.5515e+07,4
18.512,-1.5514e+07,4
18.59,-1.551e+07,4
18.775,-1.551e+07,4
18.854,-1.5509e+07,4
19.038,-1.5508e+07,4
19.226,-1.5504e+07,4
19.414,-1.5504e+07,4
19.493,-1.5504e+07,4
19.572,-1.5501e+07,4
19.65,-1.5502e+07,4
19.728,-1.5501e+07,4
19.805,-1.5501e+07,4
19.99,-1.5499e+07,4
20.174,-1.5498e+07,4
20.251,-1.5499e+07,4
20.435,-1.5498e+07,4
20.512,-1.5496e+07,4
20.697,-1.5495e+07,4
20.774,-1.5494e+07,4
20.851,-1.5493e+07,4
21.036,-1.5491e+07,4
21.221,-1.5491e+07,4
21.406,-1.5489e+07,4
21.591,-1.5489e+07,4
21.776,-1.549e+07,4
21.96,-1.5488e+07,4
22.037,-1.5486e+07,4
22.223,-1.5485e+07,4
22.302,-1.5486e+07,4
22.38,-1.5484e+07,4
22.458,-1.5486e+07,4
22.645,-1.5484e+07,4
22.831,-1.5484e+07,4
23.015,-1.5483e+07,4
23.092,-1.5484e+07,4
23.275,-1.5483e+07,4
23.46,-1.5484e+07,4
23.537,-1.5482e+07,4
23.614,-1.5483e+07,4
23.798,-1.548e+07,4
23.982,-1.5481e+07,4
24.059,-1.5481e+07,4
24.136,-1.548e+07,4
24.32,-1.5481e+07,4
24.506,-1.5479e+07,4
24.691,-1.5478e+07,4
24.876,-1.5478e+07,4
24.956,-1.5477e+07,4
25.143,-1.5478e+07,4
25.332,-1.5477e+07,4
25.521,-1.5476e+07,4
25.6,-1.5477e+07,4
25.679,-1.5478e+07,4
25.867,-1.5478e+07,4
26.054,-1.5477e+07,4
26.242,-1.5475e+07,4
26.431,-1.5476e+07,4
26.62,-1.5474e+07,4
26.808,-1.5473e+07,4
26.996,-1.5472e+07,4
27.183,-1.5471e+07,4
27.372,-1.5471e+07,4
27.56,-1.5471e+07,4
27.748,-1.5469e+07,4
27.936,-1.5469e+07,4
28.123,-1.547e+07,4
28.311,-1.5471e+07,4
28.499,-1.5469e+07,4
28.578,-1.5468e+07,4
28.658,-1.5468e+07,4
28.847,-1.5468e+07,4
29.037,-1.5466e+07,4
29.227,-1.5466e+07,4
29.416,-1.5465e+07,4
29.606,-1.5464e+07,4
29.796,-1.5465e+07,4
29.986,-1.5463e+07,4
30.175,-1.5463e+07,4
30.365,-1.5465e+07,4
30.555,-1.5465e+07,4
30.745,-1.5465e+07,4
30.934,-1.5465e+07,4
31.124,-1.5464e+07,4
31.314,-1.5463e+07,4
31.504,-1.5462e+07,4
31.694,-1.546e+07,4
31.882,-1.5459e+07,4
32.075,-1.5459e+07,4
32.266,-1.546e+07,4
32.458,-1.5458e+07,4
32.65,-1.5455e+07,4
32.841,-1.5457e+07,4
33.032,-1.5457e+07,4
33.224,-1.5457e+07,4
33.415,-1.5457e+07,4
33.607,-1.5459e+07,4
33.798,-1.5459e+07,4
33.989,-1.5458e+07,4
34.181,-1.5458e+07,4
34.371,-1.5457e+07,4
34.562,-1.5455e+07,4
34.753,-1.5455e+07,4
34.944,-1.5456e+07,4
35.134,-1.5454e+07,4
35.325,-1.5454e+07,4
35.517,-1.5452e+07,4
35.708,-1.5453e+07,4
35.899,-1.5453e+07,4
36.088,-1.5454e+07,4
36.278,-1.5453e+07,4
36.467,-1.5453e+07,4
36.657,-1.5453e+07,4
36.846,-1.5454e+07,4
37.036,-1.5452e+07,4
37.225,-1.5452e+07,4
37.415,-1.5453e+07,4
37.605,-1.5452e+07,4
37.795,-1.545e+07,4
37.984,-1.5448e+07,4
38.174,-1.5448e+07,4
38.364,-1.5447e+07,4
38.554,-1.5449e+07,4
38.743,-1.5446e+07,4
38.934,-1.5445e+07,4
39.123,-1.5444e+07,4
39.313,-1.5447e+07,4
39.502,-1.5445e+07,4
39.693,-1.5446e+07,4
39.884,-1.5448e+07,4
40.077,-1.5447e+07,4
40.269,-1.5447e+07,4
40.461,-1.5448e+07,4
40.652,-1.5447e+07,4
40.843,-1.5446e+07,4
41.034,-1.5444e+07,4
41.225,-1.5445e+07,4
41.415,-1.5443e+07,4
41.605,-1.5444e+07,4
41.795,-1.5445e+07,4
41.985,-1.5446e+07,4
42.176,-1.5444e+07,4
42.367,-1.5445e+07,4
42.559,-1.5445e+07,4
42.751,-1.5447e+07,4
42.941,-1.5447e+07,4
43.13,-1.5446e+07,4
43.32,-1.5446e+07,4
43.51,-1.5444e+07,4
43.702,-1.5443e+07,4
43.893,-1.5442e+07,4
44.084,-1.5443e+07,4
44.277,-1.5442e+07,4
44.468,-1.5442e+07,4
44.659,-1.544e+07,4
44.851,-1.544e+07,4
45.042,-1.5442e+07,4
45.234,-1.5444e+07,4
45.425,-1.5442e+07,4
45.615,-1.5442e+07,4
45.806,-1.544e+07,4
45.996,-1.5439e+07,4
46.188,-1.5439e+07,4
46.277,-1.5581e+07,5
46.492,-1.5569e+07,5
46.58,-1.5558e+07,5
46.797,-1.5551e+07,5
46.884,-1.5545e+07,5
47.101,-1.5541e+07,5
47.317,-1.5538e+07,5
47.404,-1.5534e+07,5
47.619,-1.5531e+07,5
47.835,-1.5528e+07,5
48.053,-1.5526e+07,5
48.269,-1.5528e+07,5
48.484,-1.5525e+07,5
48.571,-1.5526e+07,5
48.658,-1.5525e+07,5
48.745,-1.5523e+07,5
48.958,-1.5521e+07,5
49.175,-1.5519e+07,5
49.39,-1.552e+07,5
49.607,-1.552e+07,5
49.823,-1.552e+07,5
50.038,-1.5517e+07,5
50.254,-1.5516e+07,5
50.342,-1.5514e+07,5
50.557,-1.5515e+07,5
50.772,-1.5511e+07,5
50.859,-1.5511e+07,5
50.945,-1.5509e+07,5
51.159,-1.5508e+07,5
51.246,-1.551e+07,5
51.46,-1.551e+07,5
51.674,-1.5508e+07,5
51.889,-1.5509e+07,5
52.103,-1.5507e+07,5
52.318,-1.5507e+07,5
52.532,-1.5506e+07,5
52.748,-1.5507e+07,5
52.964,-1.5506e+07,5
53.179,-1.5504e+07,5
53.394,-1.5502e+07,5
53.609,-1.55e+07,5
53.824,-1.5499e+07,5
54.039,-1.55e+07,5
54.254,-1.5501e+07,5
54.47,-1.5501e+07,5
54.686,-1.5499e+07,5
54.901,-1.5499e+07,5
55.144,-1.5558e+07,6
55.236,-1.5547e+07,6
55.328,-1.5538e+07,6
55.566,-1.5536e+07,6
55.804,-1.5535e+07,6
55.896,-1.5532e+07,6
56.135,-1.5531e+07,6
56.374,-1.5528e+07,6
56.612,-1.5526e+07,6
56.704,-1.5525e+07,6
56.796,-1.5525e+07,6
56.887,-1.5524e+07,6
57.124,-1.5524e+07,6
57.361,-1.5523e+07,6
57.453,-1.552e+07,6
57.69,-1.5519e+07,6
57.927,-1.552e+07,6
58.164,-1.5517e+07,6
58.406,-1.5517e+07,6
58.647,-1.5516e+07,6
58.889,-1.5517e+07,6
59.13,-1.5517e+07,6
59.224,-1.5517e+07,6
59.317,-1.5518e+07,6
59.41,-1.5516e+07,6
59.651,-1.5516e+07,6
59.892,-1.5515e+07,6
60.133,-1.5516e+07,6
60.227,-1.5514e+07,6
60.32,-1.5509e+07,6
60.413,-1.551e+07,6
60.654,-1.551e+07,6
60.896,-1.5511e+07,6
61.138,-1.5509e+07,6
61.38,-1.551e+07,6
61.474,-1.5509e+07,6
61.567,-1.551e+07,6
61.809,-1.551e+07,6
62.047,-1.551e+07,6
62.286,-1.551e+07,6
62.378,-1.5511e+07,6
62.617,-1.5508e+07,6
62.857,-1.5506e+07,6
63.096,-1.5507e+07,6
63.335,-1.5504e+07,6
63.575,-1.5505e+07,6
63.814,-1.5506e+07,6
64.054,-1.5506e+07,6
64.147,-1.5506e+07,6
64.239,-1.5502e+07,6
64.478,-1.5503e+07,6
64.717,-1.5503e+07,6
64.956,-1.5502e+07,6
65.049,-1.5502e+07,6
65.288,-1.5501e+07,6
65.527,-1.55e+07,6
65.767,-1.5503e+07,6
66.006,-1.5502e+07,6
66.247,-1.5501e+07,6
66.339,-1.5501e+07,6
66.431,-1.5501e+07,6
66.67,-1.5502e+07,6
66.91,-1.55e+07,6
67.002,-1.5499e+07,6
67.241,-1.5498e+07,6
67.331,-1.5498e+07,6
67.423,-1.5499e+07,6
67.514,-1.5501e+07,6
67.754,-1.55e+07,6
67.996,-1.5499e+07,6
68.234,-1.5496e+07,6
68.474,-1.5494e+07,6
68.714,-1.5496e+07,6
68.953,-1.5496e+07,6
69.045,-1.5493e+07,6
69.285,-1.5496e+07,6
69.376,-1.5496e+07,6
69.616,-1.5496e+07,6
69.858,-1.55e+07,6
70.101,-1.5497e+07,6
70.194,-1.5497e+07,6
70.434,-1.5494e+07,6
70.675,-1.5496e+07,6
70.77,-1.5495e+07,6
71.01,-1.5494e+07,6
71.251,-1.5494e+07,6
71.494,-1.5495e+07,6
71.734,-1.5494e+07,6
71.829,-1.5495e+07,6
71.924,-1.5496e+07,6
72.017,-1.5495e+07,6
72.256,-1.5495e+07,6
72.496,-1.5495e+07,6
72.74,-1.5494e+07,6
72.981,-1.5494e+07,6
73.221,-1.5494e+07,6
73.314,-1.5494e+07,6
73.407,-1.5495e+07,6
73.649,-1.5493e+07,6
73.892,-1.5492e+07,6
73.985,-1.5491e+07,6
74.227,-1.5491e+07,6
74.471,-1.549e+07,6
74.716,-1.5491e+07,6
74.96,-1.5491e+07,6
75.201,-1.5491e+07,6
75.445,-1.5491e+07,6
75.689,-1.549e+07,6
75.784,-1.5489e+07,6
75.877,-1.5488e+07,6
76.12,-1.5488e+07,6
76.214,-1.5488e+07,6
76.456,-1.5489e+07,6
76.7,-1.549e+07,6
76.793,-1.5489e+07,6
76.887,-1.5491e+07,6
77.132,-1.5489e+07,6
77.374,-1.5489e+07,6
77.469,-1.5488e+07,6
77.56,-1.5488e+07,6
77.651,-1.5489e+07,6
77.889,-1.5489e+07,6
77.98,-1.5488e+07,6
78.23,-1.5489e+07,6
78.479,-1.5489e+07,6
78.729,-1.5485e+07,6
78.971,-1.5486e+07,6
79.062,-1.5486e+07,6
79.306,-1.5486e+07,6
79.552,-1.5486e+07,6
79.644,-1.5485e+07,6
79.736,-1.5485e+07,6
79.827,-1.5485e+07,6
79.918,-1.5484e+07,6
80.009,-1.5484e+07,6
80.252,-1.5484e+07,6
80.497,-1.5483e+07,6
80.589,-1.5485e+07,6
80.83,-1.5483e+07,6
81.071,-1.5482e+07,6
81.312,-1.5486e+07,6
81.552,-1.5486e+07,6
