Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,89506.0000,7.3196,6.1500,-405.4967,NaN,NaN,652.7185,0.0053,0.2701,0.0000,0.0000
1,17643.0000,6.1170,4.2000,-439.4139,NaN,NaN,321.7261,0.0048,0.1646,0.0000,0.0000
2,14152.0000,5.9207,6.1000,-470.3751,NaN,NaN,168.8868,0.0103,0.2441,0.0000,0.0000
3,9709.0000,4.6355,5.5000,-195.0341,NaN,NaN,131.7538,0.0168,0.6345,0.0000,0.0000
4,9460.0000,5.1000,6.6000,-277.2925,NaN,NaN,64.5931,0.0301,0.1615,0.0000,0.0000
5,8089.0000,5.3309,6.7000,-368.7805,NaN,NaN,133.5724,0.0035,0.1863,0.0000,0.0000
6,7760.0000,5.0723,6.5500,-332.3300,NaN,NaN,106.5938,0.0131,0.2489,0.0000,0.0000
7,7120.0000,5.2000,7.7500,-398.8628,NaN,NaN,97.1473,0.0180,0.1189,0.0000,0.0000
8,4775.0000,4.9593,5.9000,-562.6088,NaN,NaN,63.3367,0.0063,0.0625,0.0000,0.0000
9,4760.0000,4.7603,6.6000,-487.7752,NaN,NaN,66.3255,0.0183,0.0854,0.0000,0.0000
10,4245.0000,4.3305,7.6500,-329.6122,NaN,NaN,42.2925,0.0167,0.1776,0.0000,0.0000
11,3978.0000,4.6259,7.3000,-520.1216,NaN,NaN,117.4289,0.0239,0.1500,0.0000,0.0000
12,3781.0000,4.6997,7.1000,-358.7358,NaN,NaN,87.9021,0.0097,0.1549,0.0000,0.0000
13,3264.0000,4.1203,5.4500,-256.3631,NaN,NaN,49.4775,0.0172,0.1200,0.0000,0.0000
14,2991.0000,4.5597,6.5500,-500.2132,NaN,NaN,17.4350,0.0279,0.0376,0.0000,0.0000
15,2771.0000,4.0950,6.5000,-290.0875,NaN,NaN,52.8669,0.0165,0.0682,0.0000,0.0000
16,2747.0000,4.4752,5.6000,-531.2897,NaN,NaN,65.2143,0.0098,0.0840,0.0000,0.0000
17,2670.0000,3.4725,6.6500,-79.6712,NaN,NaN,126.2378,0.0210,0.2029,0.0000,0.0000
18,2570.0000,4.4236,6.1500,-532.5644,NaN,NaN,154.6743,0.0161,0.1724,0.0000,0.0000
19,2557.0000,3.7769,6.6000,-282.0674,NaN,NaN,49.6869,0.0153,0.1081,0.0000,0.0000
20,2540.0000,3.0012,6.1500,-97.5048,NaN,NaN,55.5971,0.0373,0.7419,0.0000,0.0000
21,2532.0000,4.3500,6.6000,-389.0724,NaN,NaN,93.2458,0.0169,0.1224,0.0000,0.0000
22,2514.0000,3.7919,6.1500,-241.6337,NaN,NaN,48.5102,0.0124,0.2174,0.0000,0.0000
23,2432.0000,4.0309,6.1500,-370.0592,NaN,NaN,84.2779,0.0235,0.0513,0.0000,0.0000
24,2338.0000,3.8535,6.0000,-279.6499,NaN,NaN,78.9418,0.0158,0.0972,0.0000,0.0000
25,2324.0000,4.3135,6.1000,-530.9742,NaN,NaN,61.8413,0.0063,0.2041,0.0000,0.0000
26,2299.0000,4.1003,5.8000,-330.6536,NaN,NaN,93.0774,0.0124,0.1687,0.0000,0.0000
27,2272.0000,4.1211,7.0000,-601.2292,NaN,NaN,64.1097,0.0211,0.0519,0.0000,0.0000
28,2262.0000,4.5179,5.3500,-732.8521,NaN,NaN,79.7084,0.0244,0.0847,0.0000,0.0000
29,2204.0000,4.2011,5.4000,-498.0457,NaN,NaN,72.7471,0.0190,0.0505,0.0000,0.0000
30,1962.0000,3.8384,6.3000,-542.4094,NaN,NaN,39.6294,0.0226,0.0938,0.0000,0.0000
31,1942.0000,3.4758,6.4000,-285.0510,NaN,NaN,55.7564,0.0161,0.3333,0.0000,0.0000
32,1927.0000,3.5308,7.1000,-207.7785,NaN,NaN,73.4367,0.0116,0.1509,0.0000,0.0000
33,1867.0000,4.0309,7.3500,-492.0188,NaN,NaN,24.4656,0.0174,0.0127,0.0000,0.0000
34,1746.0000,3.1899,6.8500,-181.5408,NaN,NaN,62.3240,0.0061,0.2286,0.0000,0.0000
35,1735.0000,3.4782,6.2500,-439.3849,NaN,NaN,18.1958,0.0306,0.1509,0.0000,0.0000
36,1720.0000,3.2612,6.6000,-355.6852,NaN,NaN,51.3986,0.0216,0.0541,0.0000,0.0000
37,1681.0000,3.8316,8.5000,-454.0292,NaN,NaN,51.6470,0.0081,0.0794,0.0000,0.0000
