Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,92174.0000,7.3977,6.0500,-322.9789,NaN,NaN,829.0081,0.0003,0.3547,0.0000,0.0256
1,58588.0000,10.5957,4.0500,-253.9144,NaN,NaN,589.6732,0.4698,0.3352,0.0000,0.1676
2,19364.0000,-1.3027,6.0000,-614.7941,NaN,NaN,166.2839,0.2321,0.1960,0.0005,0.0220
3,14387.0000,8.6922,6.6500,0.0000,NaN,NaN,76.6261,NaN,0.0943,0.0000,0.0063
4,11242.0000,8.7009,7.8000,0.0000,NaN,NaN,115.8799,NaN,0.0936,0.0000,0.0000
5,10521.0000,6.4768,6.3500,-18.4605,NaN,NaN,142.9175,0.6205,0.1239,0.0000,0.0111
6,8482.0000,8.7093,6.5500,-47.9740,NaN,NaN,101.5778,0.5881,0.0000,0.0000,0.0000
7,7621.0000,7.5337,7.3500,0.0000,NaN,NaN,83.8524,NaN,0.0336,0.0000,0.0000
8,6089.0000,7.7383,7.1500,-117.6180,NaN,NaN,72.1823,0.5350,0.0388,0.0000,0.0000
9,5629.0000,-3.4501,5.8500,-129.5479,NaN,NaN,71.9228,0.4918,0.1779,0.0000,0.0131
10,4592.0000,5.8360,6.0000,0.0000,NaN,NaN,59.2543,NaN,0.0261,0.0000,0.0000
11,4402.0000,7.1394,5.9000,-11.4142,NaN,NaN,141.2897,0.6094,0.1023,0.0000,0.0114
12,4051.0000,-4.8220,5.8000,-609.2922,NaN,NaN,57.0619,0.3233,0.0967,0.0107,0.0301
13,4023.0000,6.3507,7.2000,-236.6546,NaN,NaN,64.3697,0.4706,0.1389,0.0000,0.0000
14,3783.0000,7.9254,5.0500,-112.9788,NaN,NaN,136.2636,0.5042,0.1250,0.0000,0.0000
15,3711.0000,7.8573,5.2000,-36.9210,NaN,NaN,52.8136,0.6172,0.1053,0.0000,0.0000
16,3449.0000,6.9978,6.9500,0.0000,NaN,NaN,21.6440,NaN,0.1429,0.0000,0.0000
17,3433.0000,3.2857,5.8500,-42.7649,NaN,NaN,37.9732,0.5896,0.1156,0.0368,0.0578
18,3057.0000,6.4541,6.3000,0.0000,NaN,NaN,66.6627,NaN,0.1746,0.0000,0.0000
19,2959.0000,7.3848,6.6500,0.0000,NaN,NaN,23.8779,NaN,0.1538,0.0000,0.0000
20,2828.0000,-6.0774,6.8500,-167.2360,NaN,NaN,25.8045,0.5435,0.0743,0.0000,0.0072
21,2738.0000,6.5947,7.1500,0.0000,NaN,NaN,37.9366,NaN,0.0426,0.0000,0.0000
22,2732.0000,-2.4800,8.2000,-100.1560,NaN,NaN,49.3855,0.6025,0.1688,0.0000,0.0250
23,2589.0000,7.1616,6.2000,0.0000,NaN,NaN,63.2763,NaN,0.0536,0.0000,0.0000
24,2547.0000,7.4741,6.4500,0.0000,NaN,NaN,42.2221,NaN,0.0000,0.0000,0.0000
25,2451.0000,6.7617,6.0500,0.0000,NaN,NaN,30.6052,NaN,0.0521,0.0000,0.0000
26,2334.0000,-7.7435,6.0000,-34.0696,NaN,NaN,59.4115,0.6291,0.1401,0.0000,0.0000
27,2284.0000,-1.4834,6.1500,0.0000,NaN,NaN,55.4527,NaN,0.0509,0.0000,0.0000
28,2269.0000,6.9620,6.8000,-31.0830,NaN,NaN,33.8332,0.6280,0.0667,0.0000,0.0000
