Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,64797.0000,7.5848,7.0500,-368.5048,NaN,NaN,143.7290,0.0098,0.2183,0.0000,0.0000
1,42349.0000,7.3194,7.9500,-391.8888,NaN,NaN,210.9326,0.0096,0.2805,0.0000,0.0000
2,30872.0000,7.1805,6.8000,-537.5970,NaN,NaN,164.3588,0.0058,0.1664,0.0000,0.0000
3,23978.0000,6.6374,7.1500,-370.8312,NaN,NaN,82.4611,0.0093,0.1837,0.0000,0.0000
4,22862.0000,6.4791,7.2500,-329.7985,NaN,NaN,96.7782,0.0060,0.3349,0.0000,0.0000
5,13615.0000,6.1104,7.7000,-337.9065,NaN,NaN,124.6325,0.0064,0.2713,0.0000,0.0000
6,12337.0000,5.8439,8.2500,-311.6802,NaN,NaN,56.1635,0.0193,0.3207,0.0000,0.0000
7,7456.0000,5.6564,7.3500,-375.1277,NaN,NaN,86.8993,0.0143,0.1728,0.0000,0.0000
8,7045.0000,5.2641,6.1000,-287.9753,NaN,NaN,54.1483,0.0232,0.3333,0.0000,0.0000
9,6698.0000,5.4431,6.5000,-380.0693,NaN,NaN,89.1253,0.0146,0.2516,0.0000,0.0000
10,6692.0000,5.1233,6.8500,-288.5186,NaN,NaN,28.4239,0.0298,0.3607,0.0000,0.0000
11,6487.0000,5.5220,7.4000,-427.8915,NaN,NaN,79.7292,0.0289,0.1536,0.0000,0.0000
12,5395.0000,4.8769,5.8500,-232.1270,NaN,NaN,26.3915,0.0379,0.3488,0.0000,0.0000
13,5342.0000,5.0206,6.1000,-358.0946,NaN,NaN,12.5185,0.0440,0.4227,0.0000,0.0000
14,5148.0000,5.6150,7.1500,-534.2489,NaN,NaN,31.0642,0.0272,0.0866,0.0000,0.0000
15,5054.0000,4.9168,6.1000,-261.8688,NaN,NaN,28.6927,0.0225,0.3204,0.0000,0.0000
16,4931.0000,4.7685,6.9000,-251.4896,NaN,NaN,73.3346,0.0278,0.3072,0.0000,0.0000
17,4910.0000,4.9178,6.4000,-350.7769,NaN,NaN,59.4422,0.0236,0.3407,0.0000,0.0000
18,4458.0000,4.7365,7.4000,-271.1306,NaN,NaN,32.3017,0.0349,0.4706,0.0000,0.0000
19,4266.0000,5.0772,6.3000,-420.7408,NaN,NaN,41.3114,0.0341,0.1696,0.0000,0.0000
20,4119.0000,4.4869,6.0500,-282.7342,NaN,NaN,34.0477,0.0119,0.3937,0.0000,0.0000
21,4021.0000,4.7709,5.6000,-327.1027,NaN,NaN,44.1422,0.0230,0.3272,0.0000,0.0000
22,3980.0000,4.7162,6.6500,-283.9933,NaN,NaN,24.6155,0.0348,0.3831,0.0000,0.0000
23,3961.0000,5.1413,7.7000,-510.4143,NaN,NaN,128.1562,0.0214,0.1964,0.0000,0.0000
24,3922.0000,4.7785,7.4500,-374.4982,NaN,NaN,12.9329,0.0429,0.2469,0.0000,0.0000
25,3911.0000,4.4939,6.2000,-213.6162,NaN,NaN,41.4038,0.0337,0.3923,0.0000,0.0000
26,3910.0000,4.6439,6.6500,-253.0939,NaN,NaN,25.1033,0.0395,0.3525,0.0000,0.0000
27,3903.0000,5.1287,8.7500,-565.1896,NaN,NaN,82.2925,0.0163,0.1802,0.0000,0.0000
28,3888.0000,5.0216,6.6500,-441.4343,NaN,NaN,95.2980,0.0212,0.2200,0.0000,0.0000
29,3868.0000,4.6603,6.9000,-232.4533,NaN,NaN,13.6993,0.0682,0.3158,0.0000,0.0000
30,3750.0000,4.8684,7.6000,-318.5754,NaN,NaN,102.1242,0.0317,0.3214,0.0000,0.0000
31,3693.0000,4.5043,5.7500,-309.6100,NaN,NaN,19.5907,0.0378,0.4407,0.0000,0.0000
32,3627.0000,5.0466,7.7000,-420.7533,NaN,NaN,49.0163,0.0232,0.1111,0.0000,0.0000
33,3561.0000,4.2673,6.4000,-216.3512,NaN,NaN,35.3674,0.0145,0.5474,0.0000,0.0000
34,3389.0000,4.8404,4.1500,-472.9640,NaN,NaN,5.9353,0.0821,0.0927,0.0000,0.0000
35,3336.0000,4.6148,6.8500,-350.1627,NaN,NaN,12.4383,0.0600,0.3130,0.0000,0.0000
36,3295.0000,4.6980,7.2000,-249.0221,NaN,NaN,68.7689,0.0108,0.4429,0.0000,0.0000
37,3216.0000,4.5536,5.6000,-418.4027,NaN,NaN,35.7089,0.0334,0.4186,0.0000,0.0000
38,3030.0000,4.6351,6.3000,-507.4607,NaN,NaN,29.8420,0.0272,0.1970,0.0000,0.0000
39,2993.0000,4.2499,5.5500,-330.5522,NaN,NaN,63.3808,0.0166,0.4271,0.0000,0.0000
40,2975.0000,4.4227,6.2000,-380.1715,NaN,NaN,26.5182,0.0294,0.3009,0.0000,0.0000
41,2942.0000,4.3485,7.5000,-364.0359,NaN,NaN,52.9438,0.0126,0.2963,0.0000,0.0000
42,2891.0000,4.4682,6.0500,-323.4815,NaN,NaN,42.6808,0.0106,0.2460,0.0000,0.0000
43,2889.0000,4.4994,8.1500,-410.6251,NaN,NaN,29.8069,0.0284,0.3051,0.0000,0.0000
44,2832.0000,4.0600,7.0000,-276.7260,NaN,NaN,44.6362,0.0396,0.3457,0.0000,0.0000
45,2823.0000,4.3781,8.9500,-338.7945,NaN,NaN,66.4670,0.0314,0.3832,0.0000,0.0000
46,2611.0000,4.0565,6.3500,-353.9077,NaN,NaN,67.3708,0.0239,0.5000,0.0000,0.0000
47,2591.0000,4.4611,6.6500,-514.1692,NaN,NaN,19.4963,0.0387,0.1593,0.0000,0.0000
48,2489.0000,4.6145,8.2500,-469.3238,NaN,NaN,55.9576,0.0366,0.2143,0.0000,0.0000
49,2485.0000,3.9938,6.6500,-367.9763,NaN,NaN,11.2378,0.0605,0.4225,0.0000,0.0000
50,2441.0000,4.6359,9.2000,-483.2041,NaN,NaN,46.1472,0.0173,0.1875,0.0000,0.0000
51,2423.0000,4.2476,7.5500,-372.7764,NaN,NaN,57.5553,0.0103,0.2680,0.0000,0.0000
52,2346.0000,4.3783,6.1000,-502.0139,NaN,NaN,24.6086,0.0373,0.1240,0.0000,0.0000
53,2332.0000,4.8224,7.2500,-544.7279,NaN,NaN,69.1640,0.0118,0.2770,0.0000,0.0000
54,2280.0000,4.3325,6.6000,-380.5707,NaN,NaN,30.1808,0.0329,0.1569,0.0000,0.0000
55,2183.0000,4.0533,8.4500,-417.8572,NaN,NaN,38.9978,0.0205,0.3494,0.0000,0.0000
56,2176.0000,4.3541,7.0000,-433.5523,NaN,NaN,40.2846,0.0199,0.2784,0.0000,0.0000
57,2157.0000,4.3385,5.1500,-417.7691,NaN,NaN,30.4252,0.0283,0.2252,0.0000,0.0000
58,2143.0000,4.1589,5.9500,-263.0821,NaN,NaN,50.1496,0.0370,0.3494,0.0000,0.0000
59,2118.0000,4.1360,6.7000,-391.7681,NaN,NaN,63.0754,0.0220,0.2809,0.0000,0.0000
60,2080.0000,3.8898,7.0000,-283.1226,NaN,NaN,57.1564,0.0065,0.3380,0.0000,0.0000
61,2058.0000,4.1083,7.0500,-362.2017,NaN,NaN,43.7086,0.0090,0.2644,0.0000,0.0000
62,2054.0000,4.0053,5.4000,-256.9384,NaN,NaN,32.6228,0.0287,0.3026,0.0000,0.0000
63,2046.0000,3.9337,8.2000,-308.6351,NaN,NaN,66.2402,0.0173,0.4928,0.0000,0.0000
64,2018.0000,4.7927,8.9000,-714.3366,NaN,NaN,57.8718,0.0431,0.0701,0.0000,0.0000
65,2005.0000,4.7315,8.1500,-540.9421,NaN,NaN,33.8862,0.0318,0.0889,NaN,0.0000
