Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,90372.0000,7.3181,5.7500,-415.3168,NaN,NaN,639.4417,0.0048,0.2856,0.0000,0.0000
1,17227.0000,6.1222,4.2000,-450.0906,NaN,NaN,337.8889,0.0032,0.1431,0.0000,0.0000
2,15723.0000,5.9882,6.1000,-433.1531,NaN,NaN,159.1398,0.0110,0.2597,0.0000,0.0000
3,9600.0000,4.6487,5.5000,-190.5778,NaN,NaN,131.1244,0.0143,0.6181,0.0000,0.0000
4,9227.0000,5.4321,6.4000,-355.7731,NaN,NaN,154.3003,0.0056,0.2200,0.0000,0.0000
5,8268.0000,4.9842,6.6000,-288.2391,NaN,NaN,55.4519,0.0290,0.1459,0.0000,0.0000
6,6944.0000,5.0994,7.8500,-366.1161,NaN,NaN,92.9128,0.0197,0.1382,0.0000,0.0000
7,5115.0000,4.9814,5.9500,-486.0935,NaN,NaN,71.5571,0.0045,0.0895,0.0000,0.0000
8,4936.0000,4.7606,6.6000,-449.2645,NaN,NaN,68.3475,0.0183,0.1078,0.0000,0.0000
9,4762.0000,4.4063,7.6500,-271.5702,NaN,NaN,48.7140,0.0231,0.2000,0.0000,0.0000
10,4520.0000,4.8561,6.6000,-392.7713,NaN,NaN,104.5375,0.0237,0.0422,0.0000,0.0000
11,4175.0000,4.4944,6.1500,-303.4716,NaN,NaN,99.7421,0.0084,0.2137,0.0000,0.0000
12,4148.0000,4.6699,6.9000,-392.7437,NaN,NaN,74.4683,0.0087,0.1712,0.0000,0.0000
13,3424.0000,4.6126,7.0500,-418.6197,NaN,NaN,85.9918,0.0129,0.1385,0.0000,0.0000
14,3158.0000,4.1276,5.8000,-306.6977,NaN,NaN,46.2418,0.0189,0.1224,0.0000,0.0000
15,3095.0000,4.5266,7.6500,-608.0299,NaN,NaN,123.1760,0.0227,0.0932,0.0000,0.0000
16,2973.0000,4.3064,7.2000,-391.4582,NaN,NaN,42.5895,0.0137,0.0459,0.0000,0.0000
17,2828.0000,4.4466,7.7500,-730.0950,NaN,NaN,23.2967,0.0196,0.0268,0.0000,0.0000
18,2803.0000,4.0519,5.6000,-303.1761,NaN,NaN,145.6448,0.0174,0.1978,0.0000,0.0000
