iteration	timestamp	zTotalTime	phiTotalTime	typeTokenDensity	documentDensity	z-0	countUpdate-0	phiDensity
0	1600566445343	0	0	0.001	0.0	0	0	0.9890336951801998
100	1600566467393	42	9	0.0012654798089448546	0.0016237491661107407	15	27	0.9887908814589665
200	1600566489454	45	11	0.001986191923577942	0.0035883922615076716	19	25	0.988141641337386
300	1600566512371	55	24	0.0029997394702561877	0.005771847898599066	26	28	0.9872448979591837
400	1600566536530	73	15	0.0038541033434650457	0.00832621747831888	44	29	0.9864149370386452
500	1600566574486	88	14	0.004444116369952236	0.010552368245496997	57	31	0.9858955275727312
600	1600566641719	92	15	0.004811636995223622	0.012265510340226818	56	36	0.9855683890577508
700	1600566709659	95	29	0.0050647850629613545	0.013550366911274184	65	30	0.9853461571862787
800	1600566758444	98	14	0.005196613113330439	0.01453302201467645	70	27	0.9851557967867999
900	1600566786805	117	15	0.005318454190186713	0.015458305537024684	80	37	0.9850814589665654
1000	1600566815388	114	16	0.005392270950933565	0.015927284856571047	77	36	0.9849873208858011
1100	1600566844197	113	15	0.005423968736430742	0.016297531687791862	82	31	0.9850469821971342
1200	1600566873253	114	15	0.005492748588797221	0.016805870580386923	86	28	0.9849607468519322
1300	1600566902556	111	15	0.005549717759444203	0.017006004002668447	79	32	0.9848905775075988
1400	1600566932013	120	15	0.005567433782023448	0.01731154102735157	88	32	0.9848544507164568
1500	1600566961532	120	15	0.005609031697785497	0.01756971314209473	88	31	0.984829092488059
1600	1600566991218	103	15	0.0056634824142422924	0.017836557705136757	72	31	0.9848377768128528
1700	1600567020909	128	15	0.005644203213200174	0.01808805870580387	91	37	0.9848258792878853
1800	1600567050650	126	27	0.0056600955275727316	0.0182761841227485	94	32	0.9848192792010421
1900	1600567080442	128	15	0.005670516717325228	0.01839693128752502	95	33	0.9848232739904472
2000	1600567110208	132	15	0.005716804168475901	0.018561040693795865	95	37	0.9847669127225358
2100	1600567140173	124	15	0.005723751628310899	0.018623082054703137	87	37	0.9847678679982631
2200	1600567170268	110	15	0.005747286148501954	0.018743829219479653	79	31	0.9847188015631785
2300	1600567200161	116	15	0.005753538862353452	0.01891194129419613	86	30	0.98471663048198
2400	1600567230190	120	15	0.005766565349544073	0.018935957304869914	91	29	0.9847182805036908
2500	1600567260388	127	15	0.005756838905775076	0.018939959973315542	95	32	0.9847286148501954
2600	1600567290665	132	15	0.005777941815023882	0.01909873248832555	95	37	0.9846579244463743
2700	1600567320975	118	15	0.005787668258792879	0.019172781854569713	87	31	0.9847143725575337
2800	1600567351394	136	15	0.005781241858445506	0.019317545030020013	98	37	0.9847320885801129
2900	1600567381770	124	15	0.005748154580981329	0.019430286857905273	93	31	0.9847689969604864
3000	1600567411990	132	15	0.005799478940512375	0.01954236157438292	95	37	0.9846590534085975
3100	1600567442291	110	15	0.005785062961354755	0.019750500333555705	80	30	0.9847098567086409
3200	1600567472779	134	15	0.005801997394702562	0.01964109406270847	98	36	0.9846968302214503
