0	-1.5416781443024246E7
100	-1.538236752838128E7
200	-1.5356631784109578E7
300	-1.5326942806999495E7
400	-1.530430916967261E7
500	-1.5271228669215968E7
600	-1.5238493016980488E7
700	-1.5219779788508847E7
800	-1.5209673591240427E7
900	-1.5200931792629393E7
1000	-1.5183337174111508E7
1100	-1.5169127234416673E7
1200	-1.5159141556930937E7
1300	-1.5147954049902515E7
1400	-1.5140938537277672E7
1500	-1.5131234081466667E7
1600	-1.5131755700842028E7
1700	-1.5128317824895691E7
1800	-1.5125797843613144E7
1900	-1.5121322847933087E7
2000	-1.512214668901823E7
2100	-1.5120986941047017E7
2200	-1.5116527285508892E7
2300	-1.5121340873249106E7
2400	-1.5120980128479917E7
2500	-1.511695091709188E7
2600	-1.5117735549997706E7
2700	-1.5117343135420205E7
2800	-1.511367388898745E7
2900	-1.5111096636762612E7
3000	-1.5110952549797345E7
3100	-1.5111377607697565E7
3200	-1.5113417505375475E7
3300	-1.511300525298285E7
3400	-1.5112591935652342E7
3500	-1.5113674847829755E7
3600	-1.5116561258363908E7
3700	-1.5113876919501562E7
3800	-1.5116473775535492E7
3900	-1.5122271614909247E7
4000	-1.5118992235480709E7
4100	-1.5118273962958775E7
4200	-1.51172585551509E7
4300	-1.5113711356421122E7
4400	-1.5108435518704794E7
4500	-1.5108833880682755E7
4600	-1.5111057606372518E7
4700	-1.5110313775054267E7
4800	-1.5109596536441658E7
4900	-1.5108507749064272E7
5000	-1.5105620649770437E7
5100	-1.510079569041858E7
5200	-1.510365834868224E7
5300	-1.509976021048921E7
5400	-1.5105202717887517E7
5500	-1.510199414124621E7
5600	-1.5101258066484105E7
5700	-1.5102742821851961E7
5800	-1.5092587997111361E7
5900	-1.5096619779885143E7
6000	-1.5089578066289347E7
6100	-1.508851629023053E7
6200	-1.509067254439572E7
6300	-1.5089882839854687E7
6400	-1.5090554317115696E7
6500	-1.5084562926428003E7
6600	-1.5084902500377288E7
6700	-1.508334493035589E7
6800	-1.5083324043092746E7
6900	-1.5083217027577091E7
7000	-1.5082268448942464E7
7100	-1.5085195279811887E7
7200	-1.508920240645785E7
7300	-1.5081536502876697E7
7400	-1.5082014571891785E7
7500	-1.5083799314680753E7
7600	-1.5082385770650567E7
7700	-1.5081485851483138E7
7800	-1.5082138412245061E7
7900	-1.5085329702081518E7
8000	-1.5085414551847529E7
8100	-1.5083024184689218E7
8200	-1.5081941730180463E7
8300	-1.5079297841725938E7
8400	-1.5082255038354984E7
8500	-1.508457094108474E7
8600	-1.5084399560352255E7
8700	-1.5084373298389722E7
8800	-1.5086387365459586E7
8900	-1.5081307313169915E7
9000	-1.5081501152398076E7
9100	-1.5080921796026453E7
9200	-1.5080087851019619E7
9300	-1.5079695241485495E7
9400	-1.5077779763610614E7
9500	-1.5076572919705799E7
9600	-1.5071157017874323E7
9700	-1.5075861089128343E7
9800	-1.507801461461589E7
9900	-1.5078178618301881E7
10000	-1.5078126873382825E7
10100	-1.5082757566614337E7
10200	-1.5078529468127726E7
10300	-1.5076500011892574E7
10400	-1.5076275165845903E7
10500	-1.5079872809672758E7
10600	-1.5077327595688175E7
10700	-1.5076471370335847E7
10800	-1.507443693179754E7
10900	-1.507420992216597E7
11000	-1.5073874423274487E7
11100	-1.5072845924685054E7
11200	-1.5074384383792019E7
11300	-1.5066857626600562E7
11400	-1.5068754992290948E7
11500	-1.5070587530319108E7
11600	-1.5073798085266702E7
11700	-1.5078531984423347E7
11800	-1.5073324446279243E7
11900	-1.5075199473364182E7
12000	-1.5071241360532787E7
12100	-1.507257835317E7
12200	-1.5070141797896955E7
12300	-1.507484596732634E7
12400	-1.507267284531388E7
12500	-1.5073078160207829E7
12600	-1.5066614280421939E7
12700	-1.506719316958214E7
12800	-1.506544090228393E7
12900	-1.506899111258037E7
13000	-1.5069760488578267E7
13100	-1.5060985598252082E7
13200	-1.5066131161603441E7
13300	-1.5061569501703477E7
13400	-1.5062454611815963E7
13500	-1.5059773170820314E7
13600	-1.5062108411847979E7
13700	-1.5057260271139223E7
13800	-1.5060050222650385E7
13900	-1.5057097075684998E7
14000	-1.5054871856552586E7
14100	-1.5056678066014525E7
14200	-1.5056308123755872E7
14300	-1.5056362643332757E7
14400	-1.5049094240419911E7
14500	-1.5053838952414349E7
14600	-1.5046041026842486E7
14700	-1.505389468774611E7
14800	-1.5049281659275109E7
14900	-1.5053879507001882E7
15000	-1.5048272313175866E7
15100	-1.5049929929922666E7
15200	-1.5055837525479201E7
15300	-1.5053370113492241E7
15400	-1.504834076651801E7
15500	-1.5049111144207168E7
15600	-1.5047010578540577E7
15700	-1.5054915506945523E7
15800	-1.505187261902752E7
15900	-1.5053048007370634E7
16000	-1.5053294090066943E7
16100	-1.5052285913933147E7
16200	-1.50549592380039E7
16300	-1.506163216648079E7
16400	-1.505710677923542E7
16500	-1.5056040300388725E7
16600	-1.5057900775870278E7
16700	-1.5054766733850662E7
16800	-1.505371894065033E7
16900	-1.5063081786489785E7
17000	-1.5056222929474264E7
17100	-1.5057922411398942E7
17200	-1.5058591343549538E7
17300	-1.5052751098534938E7
17400	-1.5052024385058183E7
17500	-1.5051904106494514E7
17600	-1.505994949170843E7
17700	-1.5057106538744582E7
17800	-1.5061607034097534E7
17900	-1.5056893779640464E7
18000	-1.505688326151311E7
18100	-1.5056179117450692E7
18200	-1.5053194929610012E7
18300	-1.5053095317748059E7
18400	-1.5055492936723994E7
18500	-1.5051449399607426E7
18600	-1.5051857925803691E7
18700	-1.5051479948068485E7
18800	-1.5052612493982619E7
18900	-1.5048377916434824E7
19000	-1.505253495201829E7
19100	-1.5049704923688393E7
19200	-1.5049400898248171E7
19300	-1.5050521842376629E7
19400	-1.5056024887583386E7
19500	-1.5044706193842383E7
19600	-1.5046464640943073E7
19700	-1.5050531696064226E7
19800	-1.504635473139501E7
19900	-1.5043473963808129E7
20000	-1.5043205642454945E7
20100	-1.5047320457731424E7
20200	-1.5042480894307828E7
20300	-1.5039636842691118E7
20400	-1.504423407736091E7
20500	-1.503929993409556E7
20600	-1.5043297947652122E7
20700	-1.5041257938522376E7
20800	-1.5041415085603945E7
20900	-1.5039177866686441E7
21000	-1.5037575342962272E7
21100	-1.503997514937602E7
21200	-1.5035005192161217E7
21300	-1.5034333063251415E7
21400	-1.5034562500740113E7
21500	-1.503963947443716E7
21600	-1.5041318710045839E7
21700	-1.5041240269979872E7
21800	-1.5036607003190158E7
21900	-1.5037625306374278E7
22000	-1.5039151861375384E7
22100	-1.5037514710466176E7
22200	-1.5039513030425489E7
22300	-1.503673360392303E7
22400	-1.5037329120384619E7
22500	-1.5032550954202143E7
22600	-1.5031629067665206E7
22700	-1.504150561012792E7
22800	-1.5038445900865389E7
22900	-1.503641244198093E7
23000	-1.5039892660277162E7
23100	-1.5035800261664E7
23200	-1.5028672020504875E7
23300	-1.5033387460793983E7
23400	-1.5030854005637363E7
23500	-1.5026484983792529E7
23600	-1.503091947222213E7
23700	-1.5033838851385506E7
23800	-1.502539396221915E7
23900	-1.5026616466485277E7
24000	-1.5032717813319063E7
24100	-1.5029742124072189E7
24200	-1.5030467028160201E7
24300	-1.5031744792707266E7
24400	-1.502851191216251E7
24500	-1.503000348275988E7
24600	-1.5027950722049624E7
24700	-1.5029870481379826E7
24800	-1.5030679179161541E7
24900	-1.5038819095424615E7
25000	-1.5039851110036815E7
25100	-1.5038308724956963E7
25200	-1.5033510504058331E7
25300	-1.5031968365428962E7
25400	-1.5030884082123064E7
25500	-1.5031408148607545E7
25600	-1.503522984447597E7
25700	-1.5034828239641562E7
25800	-1.50354939047729E7
25900	-1.5034688768441128E7
26000	-1.502820176038181E7
26100	-1.5027304512113228E7
26200	-1.5036881749118248E7
26300	-1.5037240891344054E7
26400	-1.5034685954631468E7
26500	-1.5032017565025758E7
26600	-1.5031685348303156E7
26700	-1.5032779059060792E7
26800	-1.5027479437469805E7
26900	-1.5022809659643285E7
27000	-1.5030344201579241E7
27100	-1.5023427428654134E7
27200	-1.5023038811191972E7
27300	-1.50295982849379E7
27400	-1.5032590844625901E7
27500	-1.5030466736653212E7
27600	-1.5026038571846394E7
27700	-1.502826327896213E7
27800	-1.5028528429129979E7
27900	-1.5027216657087715E7
28000	-1.5026836896843595E7
28100	-1.5030216309811477E7
28200	-1.5028363727483707E7
28300	-1.502880633870728E7
28400	-1.5027839946537165E7
