Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,113280.0000,10.9126,6.5500,-604.3884,NaN,NaN,289.9812,0.1394,0.2415,0.0000,0.0125
1,50763.0000,10.5795,7.3500,-198.3444,NaN,NaN,138.2410,0.4611,0.2524,0.0000,0.0340
2,26491.0000,9.3099,7.8500,-678.5262,NaN,NaN,162.0024,0.2825,0.3433,0.0000,0.0634
3,22084.0000,9.3170,7.3500,-343.0435,NaN,NaN,69.1051,0.4255,0.2695,0.0000,0.0234
4,20648.0000,6.4875,7.1000,-768.2782,NaN,NaN,84.4576,0.2153,0.1430,0.0000,0.0069
5,10983.0000,8.8563,7.8500,-183.6039,NaN,NaN,85.0511,0.5186,0.1121,0.0000,0.0093
6,10829.0000,8.3618,8.0000,-138.8275,NaN,NaN,36.2178,0.5626,0.1483,0.0000,0.0034
7,8493.0000,0.8297,7.7500,-596.0615,NaN,NaN,130.9410,0.3216,0.3187,0.0000,0.0246
8,8088.0000,8.4201,7.3500,-69.2268,NaN,NaN,75.1275,0.5700,0.1892,0.0000,0.0405
9,7333.0000,8.4707,7.1500,0.0000,NaN,NaN,68.4990,NaN,0.1094,0.0000,0.0000
10,7287.0000,8.8378,5.9000,0.0000,NaN,NaN,10.6863,NaN,0.0000,0.0000,0.0000
11,6882.0000,7.3418,5.9500,-305.1740,NaN,NaN,38.3089,0.4357,0.1020,0.0048,0.0163
12,6497.0000,8.6829,6.5000,0.0000,NaN,NaN,25.0342,NaN,0.0526,0.0000,0.0000
13,6247.0000,7.1283,7.4000,-400.9723,NaN,NaN,75.0234,0.3742,0.2959,0.0000,0.0118
14,5971.0000,8.5135,6.9000,-93.2491,NaN,NaN,66.5897,0.5712,0.0513,0.0000,0.0000
15,5057.0000,4.0105,5.5500,0.0000,NaN,NaN,35.2491,NaN,0.2570,0.0000,0.0251
16,4943.0000,3.6759,6.1000,0.0000,NaN,NaN,25.5024,NaN,0.0908,0.0000,0.0016
17,4560.0000,7.7241,7.3500,0.0000,NaN,NaN,56.7951,NaN,0.1746,0.0000,0.0159
18,4559.0000,6.2538,6.6000,-239.5948,NaN,NaN,28.1431,0.4966,0.1635,0.0000,0.0048
19,4464.0000,7.5584,5.9500,0.0000,NaN,NaN,26.3338,NaN,0.1268,0.0000,0.0423
20,4444.0000,7.7790,6.6500,0.0000,NaN,NaN,60.7595,NaN,0.2308,0.0000,0.0000
21,4368.0000,7.1379,7.9500,0.0000,NaN,NaN,55.2770,NaN,0.2500,0.0000,0.0000
22,4204.0000,7.3143,7.1000,-59.9396,NaN,NaN,27.6670,0.6160,0.0355,0.0000,0.0000
23,4132.0000,6.8198,8.4000,0.0000,NaN,NaN,75.4047,NaN,0.1978,0.0000,0.0220
24,3923.0000,7.6620,7.4000,0.0000,NaN,NaN,53.7675,NaN,0.1500,0.0000,0.0000
25,3856.0000,7.3490,6.3500,-147.0809,NaN,NaN,12.0383,0.2618,0.1571,0.0000,0.0429
26,3722.0000,-88.9517,7.8000,-567.3758,NaN,NaN,41.1756,0.4512,0.1981,0.0000,0.0023
27,3699.0000,7.6769,6.7500,-163.4299,NaN,NaN,68.2291,0.5490,0.0625,0.0000,0.0000
28,3566.0000,4.8324,7.2000,-353.2251,NaN,NaN,56.6834,0.4425,0.2540,0.0000,0.0370
29,3560.0000,6.0583,6.3500,-41.5361,NaN,NaN,18.5008,0.6300,0.0859,0.0000,0.0000
30,3518.0000,5.1369,7.5500,-200.7362,NaN,NaN,11.2954,0.5699,0.1462,0.0000,0.0000
31,3504.0000,6.6015,6.2500,-222.5882,NaN,NaN,22.4631,0.5039,0.1811,0.0000,0.0157
32,3478.0000,3.5531,7.1500,-61.2013,NaN,NaN,66.0288,0.6119,0.2872,0.0000,0.0532
33,3463.0000,4.9829,5.7500,-53.3746,NaN,NaN,37.9951,0.6267,0.1779,0.0000,0.0385
34,3461.0000,4.5176,7.7500,-354.8837,NaN,NaN,95.0759,0.4091,0.1630,0.0000,0.0217
35,3429.0000,0.5672,5.8500,-96.8037,NaN,NaN,30.0823,0.6015,0.4041,0.0000,0.0274
36,3374.0000,7.8011,6.4000,0.0000,NaN,NaN,29.2964,NaN,0.0357,0.0000,0.0000
37,3316.0000,6.6612,7.3500,0.0000,NaN,NaN,12.4906,NaN,0.1548,0.0000,0.0238
38,3311.0000,7.1069,7.1000,-157.0938,NaN,NaN,13.3028,0.5712,0.1475,0.0000,0.0000
