Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,42395289.0000,15.8220,7.3000,-511.7632,NaN,NaN,637.9897,0.4345,0.4068,0.0289,0.1976
1,28354748.0000,11.3358,6.1500,-721.8438,NaN,NaN,263.0881,0.4946,0.4586,0.0311,0.2142
2,26437256.0000,13.6430,6.9500,-979.1205,NaN,NaN,677.5455,0.1477,0.3675,0.0164,0.1456
3,25069138.0000,13.5054,6.3000,-790.4883,NaN,NaN,275.4044,0.4676,0.4947,0.0382,0.2393
4,23907517.0000,13.5728,6.7500,-1187.0621,NaN,NaN,166.5633,0.3494,0.4178,0.0330,0.2081
5,23409569.0000,12.1608,6.0000,-744.9281,NaN,NaN,120.0517,0.4512,0.4434,0.0247,0.2262
6,22807626.0000,12.5922,8.6000,-872.8093,NaN,NaN,267.6020,0.4626,0.3518,0.0112,0.1463
7,22196797.0000,12.9227,6.7000,-981.1987,NaN,NaN,607.0580,0.3151,0.3010,0.0104,0.1070
8,22167377.0000,13.1759,6.5500,-703.4031,NaN,NaN,294.8778,0.1149,0.3747,0.0212,0.1827
9,21589591.0000,14.6135,7.6000,-761.5318,NaN,NaN,272.6718,0.0952,0.3094,0.0072,0.0957
10,21183834.0000,13.5722,7.2000,-925.8957,NaN,NaN,539.1548,0.3573,0.3102,0.0130,0.1284
11,21079393.0000,13.3114,7.4000,-792.6149,NaN,NaN,740.8747,0.2837,0.4550,0.0321,0.2091
12,20925933.0000,14.3740,7.7500,-998.3173,NaN,NaN,199.0537,0.2611,0.2887,0.0125,0.1069
13,20602243.0000,13.4094,6.7500,-729.1661,NaN,NaN,233.4687,0.3509,0.4465,0.0366,0.2390
14,20356925.0000,13.2369,6.3000,-949.2125,NaN,NaN,96.2242,0.1719,0.3291,0.0259,0.1390
15,19050504.0000,12.4028,5.9000,-661.5250,NaN,NaN,599.0453,0.2851,0.4331,0.0446,0.2193
16,18924590.0000,14.7003,6.4000,-772.2020,NaN,NaN,326.6358,0.1411,0.3089,0.0112,0.1185
17,18615630.0000,13.3001,6.1000,-752.6035,NaN,NaN,255.2544,0.2193,0.2868,0.0125,0.1110
