Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,192921.0000,7.1789,7.1500,-153.1802,NaN,NaN,498.4269,0.0026,0.0749,0.0000,0.0007
1,151494.0000,11.6164,6.0000,-440.3202,NaN,NaN,233.3307,0.2729,0.1031,0.0000,0.0103
2,121316.0000,7.1329,5.2000,-185.8701,NaN,NaN,319.5317,0.0033,0.0102,0.0000,0.0000
3,52530.0000,9.9694,6.8500,-358.8881,NaN,NaN,143.3514,0.4246,0.0649,0.0000,0.0065
4,43202.0000,8.7974,6.8500,-374.7973,NaN,NaN,41.3441,0.4291,0.0119,0.0000,0.0000
5,32714.0000,9.7097,5.9500,-436.4258,NaN,NaN,7.2589,0.1864,0.0066,0.0000,0.0000
6,23967.0000,-20.6358,7.2000,-294.9325,NaN,NaN,46.2097,0.4084,0.0732,0.0000,0.0000
7,18411.0000,9.4030,6.5000,-79.8554,NaN,NaN,10.4404,0.6270,0.0667,0.0000,0.0333
8,17931.0000,9.2151,7.1000,-284.4179,NaN,NaN,7.5497,0.4112,0.0135,0.0000,0.0000
9,15819.0000,7.3358,6.0000,0.0000,NaN,NaN,59.6628,NaN,0.0041,0.0000,0.0000
10,15704.0000,5.8639,7.1000,-257.8611,NaN,NaN,40.3076,0.4651,0.0134,0.0000,0.0000
11,15558.0000,8.6060,7.0000,-25.6116,NaN,NaN,18.1174,0.6530,0.0099,0.0000,0.0000
12,14444.0000,8.7688,6.7500,-97.0209,NaN,NaN,28.3232,0.5669,0.2105,0.0000,0.1053
13,14011.0000,8.7643,7.4000,-180.2656,NaN,NaN,20.4707,0.5064,0.1613,0.0000,0.0323
14,13029.0000,8.3501,6.9000,-130.7431,NaN,NaN,33.2880,0.5710,0.0000,0.0000,0.0000
15,12579.0000,7.6389,6.4000,-152.4292,NaN,NaN,24.1810,0.5562,0.0185,0.0000,0.0000
16,11474.0000,2.8661,6.7000,-253.8648,NaN,NaN,58.6055,0.4787,0.0788,0.0000,0.0099
17,11279.0000,8.3905,7.9500,-249.3479,NaN,NaN,39.2991,0.3555,0.1250,0.0000,0.0313
18,10840.0000,7.9053,7.4500,-119.7093,NaN,NaN,30.2795,0.5665,0.1053,0.0000,0.0526
19,10510.0000,7.6897,7.5000,-244.9620,NaN,NaN,34.3132,0.4312,0.0349,0.0500,0.0233
20,10426.0000,7.1495,7.1500,-136.8252,NaN,NaN,2.7244,0.5486,0.1071,0.0000,0.0000
21,10028.0000,7.0597,5.9000,-252.5313,NaN,NaN,16.8523,0.5051,0.0563,0.0000,0.0141
22,9829.0000,7.0687,6.5500,0.0000,NaN,NaN,33.9145,NaN,0.1333,0.0000,0.1333
23,9627.0000,5.6144,7.5000,-365.6547,NaN,NaN,41.7562,0.3582,0.0231,0.0000,0.0077
24,9388.0000,7.0533,7.7500,-97.5679,NaN,NaN,39.2189,0.5823,0.1400,0.0000,0.0200
25,9385.0000,6.3152,7.4000,-169.0857,NaN,NaN,29.7892,0.5012,0.0431,0.0000,0.0086
26,9285.0000,7.4578,7.7500,-222.0338,NaN,NaN,16.6368,0.5058,0.0889,0.0000,0.0000
27,8943.0000,8.5514,7.8000,0.0000,NaN,NaN,20.0389,NaN,0.0909,0.0000,0.0000
28,8712.0000,8.5889,6.8000,-111.3694,NaN,NaN,3.3045,0.6431,0.2222,0.0000,0.0000
29,8518.0000,8.5916,7.5500,0.0000,NaN,NaN,36.1704,NaN,0.0333,0.0000,0.0000
30,8265.0000,6.6427,7.4000,-389.7467,NaN,NaN,50.2899,0.3792,0.0602,0.0000,0.0120
31,8159.0000,7.8720,6.4500,0.0000,NaN,NaN,3.7526,NaN,0.0600,0.0000,0.0600
32,7450.0000,3.6735,6.3500,-245.0702,NaN,NaN,33.4823,0.5355,0.0000,0.0000,0.0000
33,7447.0000,7.4172,6.6500,-170.8948,NaN,NaN,15.4108,0.5773,0.0380,0.0000,0.0127
34,7416.0000,7.3129,8.2000,-110.5401,NaN,NaN,8.7486,0.6071,0.0500,0.0000,0.0500
35,7335.0000,8.1821,7.7500,0.0000,NaN,NaN,56.2679,NaN,0.1579,0.0000,0.0000
36,7304.0000,7.7306,7.1500,-41.5361,NaN,NaN,39.2186,0.6245,0.1053,0.0000,0.1053
37,6998.0000,7.7122,7.1000,0.0000,NaN,NaN,28.1254,NaN,0.0122,0.0000,0.0122
38,6868.0000,7.9699,6.6000,-74.1924,NaN,NaN,28.1296,0.5980,0.0500,0.0000,0.0500
39,6782.0000,5.4653,7.3000,-41.7254,NaN,NaN,25.6074,0.6202,0.0114,0.0000,0.0000
40,6715.0000,5.7367,8.1000,-118.9068,NaN,NaN,38.6142,0.5789,0.1552,0.0000,0.0172
41,6546.0000,7.8879,8.3000,0.0000,NaN,NaN,9.7697,0.6634,0.0116,0.0000,0.0000
