Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,62884.0000,7.5882,7.0500,-379.7783,NaN,NaN,138.4953,0.0106,0.2085,0.0000,0.0000
1,39714.0000,7.2605,8.3000,-392.8729,NaN,NaN,204.6824,0.0041,0.2911,0.0000,0.0000
2,31618.0000,7.1936,6.5500,-539.1512,NaN,NaN,155.1084,0.0039,0.1752,0.0000,0.0000
3,25091.0000,6.5337,7.2500,-321.7422,NaN,NaN,98.6263,0.0056,0.3645,0.0000,0.0000
4,23283.0000,6.5768,7.4500,-355.4046,NaN,NaN,80.2167,0.0080,0.2057,0.0000,0.0000
5,13828.0000,6.1446,7.7000,-347.1824,NaN,NaN,114.8841,0.0065,0.2775,0.0000,0.0000
6,12624.0000,6.0026,7.9000,-319.1867,NaN,NaN,48.0282,0.0267,0.2717,0.0000,0.0000
7,7393.0000,5.4169,6.4000,-297.6926,NaN,NaN,48.2811,0.0202,0.3300,0.0000,0.0000
8,7012.0000,5.2226,6.8000,-308.3206,NaN,NaN,24.7391,0.0314,0.3333,0.0000,0.0000
9,6975.0000,5.6384,7.8500,-362.5902,NaN,NaN,81.8782,0.0189,0.1686,0.0000,0.0000
10,6908.0000,5.7206,7.2500,-414.6119,NaN,NaN,50.6503,0.0283,0.1353,0.0000,0.0000
11,6856.0000,5.6068,7.3000,-408.9936,NaN,NaN,85.2941,0.0408,0.1375,0.0000,0.0000
12,6354.0000,5.1115,6.0000,-340.7119,NaN,NaN,12.2060,0.0572,0.4279,0.0000,0.0000
13,5571.0000,4.9648,5.9500,-261.5949,NaN,NaN,38.5607,0.0110,0.4000,0.0000,0.0000
14,5512.0000,4.9071,6.5500,-242.0955,NaN,NaN,74.1071,0.0222,0.3109,0.0000,0.0000
15,5467.0000,4.8037,6.9000,-287.1233,NaN,NaN,36.3328,0.0241,0.3882,0.0000,0.0000
16,5335.0000,4.9508,6.5000,-314.2303,NaN,NaN,12.0201,0.0660,0.3646,0.0000,0.0000
17,5320.0000,5.3144,7.2000,-369.7250,NaN,NaN,98.5830,0.0196,0.2724,0.0000,0.0000
18,5042.0000,5.2040,6.8000,-378.0870,NaN,NaN,81.6328,0.0129,0.2284,0.0000,0.0000
