iteration	timestamp	zTotalTime	phiTotalTime	typeTokenDensity	documentDensity	z-0	countUpdate-0	phiDensity
0	1601289408393	0	0	0.001	0.0	0	0	0.9890440861983879
100	1601289435103	40	5	0.0010768218456983056	0.0011065656565656566	9	27	0.9890355321598947
200	1601289457669	38	7	0.0012436255963151834	0.0013782828282828282	10	28	0.9888805724625761
300	1601289477510	44	6	0.00150074025333114	0.0019304713804713805	10	33	0.988554531995394
400	1601289497372	44	11	0.001780391511761803	0.0025343434343434346	13	30	0.9883276854745846
500	1601289517222	49	7	0.0020131600592202667	0.0030402356902356903	14	35	0.9880817568679059
600	1601289536551	41	8	0.0021771672972528376	0.0034358585858585856	11	30	0.9879728573778582
700	1601289556806	53	13	0.002285573285079783	0.003677946127946128	20	32	0.9878312222405001
800	1601289577153	57	8	0.002379832209244942	0.003854882154882155	22	34	0.9877529198881395
900	1601289597482	41	9	0.002453693041618687	0.004001010101010101	16	25	0.9876529034380654
1000	1601289618876	49	10	0.002514229314031913	0.004141077441077441	14	34	0.9876626089817404
1100	1601289639187	47	11	0.0025719690738608323	0.004201010101010101	15	31	0.9875573285079783
1200	1601289661006	45	10	0.0026196742885342982	0.004302356902356902	15	30	0.9875111037999671
1300	1601289681846	57	9	0.002677085046882711	0.004361447811447812	17	34	0.9875096232933048
1400	1601289702526	44	8	0.0027285737785820038	0.004447474747474748	15	28	0.9875063332784998
1500	1601289723650	67	10	0.0027519328836979767	0.004536531986531986	31	33	0.9874007238032572
1600	1601289746157	61	10	0.0027731534791906563	0.004594444444444444	17	42	0.9874650435926962
1700	1601289815749	43	13	0.0028159236716565226	0.004622053872053872	17	25	0.9873230794538576
1800	1601289890629	43	10	0.0028415857871360423	0.00466060606060606	16	26	0.9873109063990788
1900	1601289942185	61	14	0.0028660963974337884	0.0047006734006734005	23	31	0.9873230794538576
2000	1601289966527	76	18	0.0028879749958874816	0.004747811447811448	25	34	0.9872367165652245
2100	1601289997432	75	9	0.002928113176509294	0.004808417508417508	19	33	0.9871728902780063
2200	1601290023690	53	10	0.0029646323408455337	0.004811279461279462	17	33	0.9872745517354828
2300	1601290048392	52	10	0.0029674288534298405	0.004871717171717171	20	30	0.9872539891429511
2400	1601290073438	60	11	0.002997861490376707	0.0049082491582491585	17	41	0.9871755222898503
2500	1601290098148	49	10	0.0030082250370126666	0.004951346801346802	17	30	0.9872525086362889
