Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,187185.0000,7.1661,7.1000,-155.6592,NaN,NaN,477.3010,0.0048,0.0513,0.0000,0.0007
1,166672.0000,11.9271,5.9000,0.0000,NaN,NaN,258.4914,NaN,0.0568,0.0000,0.0000
2,118034.0000,11.5794,5.6000,-31.9930,NaN,NaN,378.1536,0.6118,0.1538,0.0000,0.0385
3,45823.0000,10.2591,7.1500,-93.0108,NaN,NaN,150.9601,0.6075,0.0641,0.0000,0.0000
4,43877.0000,10.1248,7.0500,-282.3515,NaN,NaN,54.4440,0.3886,0.0619,0.0000,0.0309
5,35769.0000,10.1348,6.6000,0.0000,NaN,NaN,12.5042,NaN,0.0083,0.0000,0.0000
6,17797.0000,8.0348,6.6000,0.0000,NaN,NaN,9.1502,NaN,0.0337,0.0000,0.0000
7,17044.0000,0.1756,6.4500,-674.0802,NaN,NaN,6.1567,0.1489,0.0246,0.0000,0.0000
8,16840.0000,5.7591,6.1500,-316.5019,NaN,NaN,62.3581,0.3720,0.0823,0.0000,0.0127
9,16760.0000,7.9238,7.0000,-313.7490,NaN,NaN,19.9191,0.3594,0.0000,0.0000,0.0000
10,16045.0000,9.2004,6.4500,0.0000,NaN,NaN,43.8120,NaN,0.0909,0.0000,0.0000
11,15374.0000,-43.7247,7.4000,-344.7752,NaN,NaN,35.3647,0.3895,0.0899,0.0000,0.0000
12,14645.0000,8.9488,7.0500,-106.9738,NaN,NaN,66.8374,0.5609,0.0938,0.0000,0.0313
13,14023.0000,8.2862,6.6000,-193.4156,NaN,NaN,32.5803,0.4913,0.2051,0.0000,0.0256
14,13478.0000,8.1631,6.2500,0.0000,NaN,NaN,40.1819,NaN,0.1395,0.0000,0.0000
15,13106.0000,8.7125,7.3000,-186.5683,NaN,NaN,22.5645,0.4158,0.0220,0.0000,0.0000
16,12661.0000,8.7751,7.0000,-190.6248,NaN,NaN,30.6620,0.4820,0.0392,0.0000,0.0000
17,12209.0000,6.9244,8.7500,-215.9750,NaN,NaN,62.5653,0.4737,0.1098,0.0000,0.0366
18,11882.0000,3.3602,6.8000,-205.7015,NaN,NaN,3.8721,0.6054,0.0122,0.0000,0.0000
19,11348.0000,6.1286,6.8500,-532.2099,NaN,NaN,2.6125,0.3133,0.0152,0.0000,0.0000
20,11098.0000,5.5473,6.6500,-259.8766,NaN,NaN,14.4008,0.3940,0.0333,0.0000,0.0000
21,9725.0000,7.3510,6.7500,-113.0959,NaN,NaN,3.8204,0.6560,0.0102,0.0000,0.0000
22,9461.0000,6.9763,8.0000,-133.8258,NaN,NaN,24.6959,0.5169,0.1698,0.0000,0.0189
23,9197.0000,3.6704,7.1500,-23.4342,NaN,NaN,24.5199,0.6404,0.0120,0.0000,0.0000
24,8802.0000,6.0449,7.2000,-112.9971,NaN,NaN,44.4998,0.5698,0.0864,0.0000,0.0247
25,8779.0000,6.6837,8.0000,-398.0298,NaN,NaN,33.0486,0.3605,0.0964,0.0000,0.0000
26,8756.0000,6.2178,6.3000,-427.3327,NaN,NaN,3.9581,0.2371,0.1842,0.0455,0.1316
27,8604.0000,7.4290,6.3000,-157.1399,NaN,NaN,95.3562,0.5385,0.0667,0.0000,0.0333
28,8541.0000,-53.7467,6.4500,-253.7662,NaN,NaN,30.9052,0.4399,0.0101,0.0000,0.0000
