Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,190191.0000,7.1621,7.7500,-155.1236,NaN,NaN,485.1310,0.0039,0.0721,0.0000,0.0000
1,166104.0000,11.5162,6.0500,-266.1468,NaN,NaN,268.6331,0.3940,0.0338,0.0000,0.0000
2,111867.0000,10.2535,5.3000,-193.3309,NaN,NaN,350.5866,0.5053,0.0051,0.0000,0.0000
3,57226.0000,9.7042,7.3500,-262.9875,NaN,NaN,154.7695,0.5031,0.0089,0.0000,0.0000
4,42637.0000,9.3654,6.8500,-225.5284,NaN,NaN,35.4481,0.4825,0.0449,0.0000,0.0000
5,35243.0000,-3.8415,6.3000,-227.5491,NaN,NaN,7.7023,0.5792,0.0089,0.0000,0.0000
6,20885.0000,9.0090,6.9500,-470.1000,NaN,NaN,58.9986,0.3009,0.0000,0.0000,0.0000
7,18927.0000,-33.4417,6.8500,-433.8770,NaN,NaN,6.6677,0.4697,0.0962,0.0000,0.0000
8,16740.0000,4.8535,7.1000,0.0000,NaN,NaN,19.8583,NaN,0.0677,0.0000,0.0052
9,16302.0000,7.6461,6.4500,-241.3235,NaN,NaN,34.2249,0.4158,0.0556,0.0000,0.0000
10,15833.0000,7.0100,6.1500,-145.3727,NaN,NaN,59.7844,0.4801,0.0476,0.0000,0.0000
11,14767.0000,7.3246,7.9000,-667.9836,NaN,NaN,29.1975,0.2333,0.0918,0.0000,0.0102
12,14634.0000,8.8016,7.8000,-87.0325,NaN,NaN,72.8618,0.6127,0.0652,0.0000,0.0435
13,14133.0000,8.4933,7.3500,0.0000,NaN,NaN,36.6907,NaN,0.0909,0.0000,0.0227
14,13520.0000,8.1728,6.7500,-102.0526,NaN,NaN,18.2706,0.5993,0.0417,0.0000,0.0104
15,12470.0000,7.8206,6.6000,0.0000,NaN,NaN,32.3386,NaN,0.1190,0.0000,0.0952
16,11906.0000,7.9466,6.6500,-297.2317,NaN,NaN,37.2559,0.5308,0.0000,0.0000,0.0000
17,11284.0000,8.2943,7.4000,0.0000,NaN,NaN,36.3279,NaN,0.1290,0.0000,0.0323
18,11089.0000,8.3034,6.7000,-107.6783,NaN,NaN,6.4990,0.6085,0.1364,0.0000,0.0000
19,11065.0000,8.6298,7.4500,-14.9096,NaN,NaN,33.1046,0.6071,0.0137,0.0000,0.0000
20,11034.0000,7.9463,7.5000,-53.9457,NaN,NaN,80.2861,0.6051,0.0635,0.0000,0.0317
21,10941.0000,8.2032,7.1000,0.0000,NaN,NaN,2.9577,NaN,0.0833,0.0000,0.0278
22,9400.0000,8.5911,8.4000,0.0000,NaN,NaN,16.5209,NaN,0.2857,0.0000,0.1429
23,9166.0000,8.4172,7.6500,0.0000,NaN,NaN,20.7227,NaN,0.0357,0.0000,0.0357
24,8952.0000,3.2777,6.7000,0.0000,NaN,NaN,27.1345,NaN,0.0492,0.0000,0.0000
25,8933.0000,4.1840,6.7500,-334.3313,NaN,NaN,3.3109,0.4544,0.0000,0.0000,0.0000
26,8873.0000,7.3179,8.1000,-98.3733,NaN,NaN,25.9310,0.6053,0.0076,0.0000,0.0000
27,8673.0000,6.5357,6.4500,-167.0824,NaN,NaN,34.0893,0.4889,0.0667,0.0000,0.0267
28,8436.0000,8.3866,6.3000,-55.3814,NaN,NaN,3.8156,0.6657,0.1000,0.0000,0.1000
29,8385.0000,7.6113,7.7500,0.0000,NaN,NaN,8.2491,NaN,0.1429,0.0000,0.0952
30,8146.0000,4.0150,7.0500,-416.7507,NaN,NaN,36.8704,0.2994,0.1140,0.0000,0.0351
31,8005.0000,8.0282,8.2000,-64.6474,NaN,NaN,71.4062,0.5770,0.0185,0.0000,0.0000
32,7506.0000,1.1803,6.8000,-214.7223,NaN,NaN,37.1533,0.5476,0.0252,0.0000,0.0000
33,7182.0000,7.5049,7.1000,-167.0559,NaN,NaN,47.3425,0.5092,0.0698,0.0000,0.0698
34,6981.0000,5.9951,7.4000,-367.4770,NaN,NaN,30.0852,0.3490,0.0533,0.0000,0.0133
35,6731.0000,8.1611,7.8500,0.0000,NaN,NaN,53.5105,0.6366,0.0714,0.0000,0.0714
36,6635.0000,7.2888,6.6500,-6.3986,NaN,NaN,12.3052,0.6629,0.1143,0.0000,0.0000
37,6490.0000,7.7819,7.2500,-57.0711,NaN,NaN,7.1725,0.6405,0.2222,0.0000,0.2222
38,6223.0000,5.3470,6.9500,-196.6499,NaN,NaN,4.0339,0.5925,0.0364,0.0000,0.0091
39,6084.0000,1.4862,6.5000,0.0000,NaN,NaN,47.1052,NaN,0.0000,0.0000,0.0000
40,6042.0000,-1.1491,6.4000,-188.5006,NaN,NaN,23.7558,0.4878,0.0027,0.0000,0.0000
41,6016.0000,6.0689,6.7500,-418.4078,NaN,NaN,3.3076,0.2000,0.1522,0.0000,0.0000
42,5829.0000,7.1396,6.8500,-61.5733,NaN,NaN,14.9897,0.6432,0.0566,0.0000,0.0189
43,5735.0000,6.8629,7.8000,-103.0666,NaN,NaN,18.7144,0.5453,0.2222,0.0000,0.2222
44,5474.0000,6.3045,6.4500,-177.3248,NaN,NaN,12.3476,0.5067,0.0909,0.0000,0.0455
45,5348.0000,5.2102,6.3500,-238.5501,NaN,NaN,15.5255,0.4663,0.0893,0.0000,0.0357
46,5306.0000,3.7961,7.5500,-323.0845,NaN,NaN,10.0604,0.5023,0.0106,0.0000,0.0000
47,5294.0000,3.2449,6.8500,-194.8774,NaN,NaN,15.0369,0.5201,0.0141,0.0000,0.0000
48,5290.0000,8.0274,8.5000,0.0000,NaN,NaN,20.0768,NaN,0.1250,0.0000,0.0000
49,5242.0000,7.2167,7.0500,-92.7248,NaN,NaN,27.1487,0.5853,0.0588,0.0000,0.0294
50,5157.0000,6.6305,6.0500,-262.6178,NaN,NaN,7.1413,0.4734,0.0119,0.0000,0.0000
51,5111.0000,3.4827,7.5000,-201.5377,NaN,NaN,25.5839,0.4240,0.0291,0.0000,0.0194
52,4973.0000,-9.9891,7.1500,-646.3556,NaN,NaN,16.2124,0.2291,0.0076,0.0000,0.0000
53,4907.0000,3.9962,7.9000,-14.4899,NaN,NaN,14.5104,0.6602,0.0465,0.0000,0.0233
54,4868.0000,7.6705,8.2500,0.0000,NaN,NaN,34.6196,NaN,0.0588,0.0000,0.0588
55,4777.0000,1.4242,7.9000,0.0000,NaN,NaN,72.9272,NaN,0.0000,0.0000,0.0000
56,4757.0000,5.5251,7.1500,-182.0553,NaN,NaN,3.0797,0.6210,0.0116,0.0000,0.0000
57,4692.0000,6.3260,6.9000,-228.5461,NaN,NaN,23.6940,0.5010,0.0120,0.0000,0.0000
58,4671.0000,7.5773,7.0000,-4.6151,NaN,NaN,25.5028,0.6493,0.0500,0.0000,0.0500
59,4651.0000,6.8074,7.2500,0.0000,NaN,NaN,31.9620,NaN,0.1786,0.0000,0.0000
60,4648.0000,3.3707,7.5000,-81.6421,NaN,NaN,9.5750,0.6361,0.0759,0.0000,0.0253
61,4607.0000,5.4679,7.1000,0.0000,NaN,NaN,50.1280,NaN,0.1667,0.0000,0.0333
62,4527.0000,3.5941,6.6500,-106.1146,NaN,NaN,68.7384,0.5860,0.0248,0.0000,0.0000
63,4478.0000,6.3808,7.2500,-189.4524,NaN,NaN,44.4855,0.4629,0.0769,0.0000,0.0000
64,4469.0000,6.3464,7.4500,-330.8894,NaN,NaN,22.9444,0.3208,0.1282,0.0000,0.0256
65,4417.0000,5.8713,6.8000,0.0000,NaN,NaN,51.0229,NaN,0.0833,0.0000,0.0000
66,4410.0000,7.1538,6.5000,0.0000,NaN,NaN,34.6048,NaN,0.0500,0.0000,0.0500
67,4407.0000,4.5623,7.7000,-96.0081,NaN,NaN,3.3029,0.6223,0.1250,0.0000,0.0000
68,4400.0000,7.2053,7.7000,-13.8454,NaN,NaN,39.3771,0.6279,0.0833,0.0000,0.0417
69,4362.0000,6.9447,7.6000,0.0000,NaN,NaN,22.7073,NaN,0.0294,0.0000,0.0000
70,4235.0000,7.5217,6.6500,-6.2166,NaN,NaN,4.4862,0.6750,0.0588,0.0000,0.0000
71,4201.0000,6.7500,6.9500,-124.1679,NaN,NaN,15.0327,0.5694,0.0541,0.0000,0.0270
72,4127.0000,6.8679,6.8000,0.0000,NaN,NaN,5.1024,NaN,0.3333,0.0000,0.0000
73,4124.0000,4.1487,7.7500,-114.7342,NaN,NaN,3.4205,0.6085,0.0103,0.0000,0.0000
74,4112.0000,-38.7867,6.5500,-209.6812,NaN,NaN,33.6829,0.5815,0.0218,0.0000,0.0000
75,4041.0000,6.3145,6.3000,-205.1760,NaN,NaN,11.1448,0.4967,0.1111,0.0000,0.1111
76,4038.0000,7.3703,8.3000,0.0000,NaN,NaN,28.4225,NaN,0.3333,0.0000,0.0000
77,4026.0000,7.2060,6.7000,0.0000,NaN,NaN,8.9214,NaN,0.0769,0.0000,0.0000
78,3999.0000,4.8857,6.9000,-130.2180,NaN,NaN,52.8593,0.5251,0.0870,0.0000,0.0435
79,3930.0000,4.4771,7.8000,-87.4846,NaN,NaN,52.4933,0.6059,0.0075,0.0000,0.0075
80,3917.0000,5.0408,6.8000,-83.9155,NaN,NaN,1.9483,0.6621,0.0313,0.0000,0.0313
81,3891.0000,7.5177,6.4500,0.0000,NaN,NaN,42.9614,NaN,0.2500,0.0000,0.2500
82,3879.0000,6.4543,7.3000,0.0000,NaN,NaN,29.0085,NaN,0.0734,0.0000,0.0459
83,3840.0000,4.7697,6.5500,-123.7126,NaN,NaN,20.0197,0.5331,0.1818,0.0000,0.1364
84,3840.0000,6.3306,7.4500,-9.2302,NaN,NaN,20.4176,0.6522,0.1250,0.0000,0.0625
85,3781.0000,6.8319,7.8500,-46.1512,NaN,NaN,33.7678,0.6193,0.0233,0.0000,0.0000
86,3764.0000,5.9691,7.6500,-179.1265,NaN,NaN,40.4812,0.4989,0.1071,0.0000,0.0714
87,3751.0000,5.8925,7.0000,-15.9456,NaN,NaN,9.6905,0.6510,0.0000,0.0000,0.0000
88,3715.0000,5.1202,7.3000,-63.3332,NaN,NaN,4.4152,0.6332,0.0238,0.0000,0.0119
89,3695.0000,-9.2274,6.6000,-331.6696,NaN,NaN,37.4895,0.4423,0.0435,0.0000,0.0000
90,3676.0000,7.1505,8.4000,0.0000,NaN,NaN,13.2742,NaN,0.1000,0.0000,0.1000
91,3620.0000,5.2320,6.8000,-134.3234,NaN,NaN,31.2011,0.5315,0.0462,0.0000,0.0154
92,3533.0000,6.5743,7.1500,-31.9930,NaN,NaN,3.1882,0.6739,0.0811,0.0000,0.0270
93,3481.0000,5.8884,7.1500,-28.5356,NaN,NaN,6.6764,0.6637,0.1250,0.0000,0.0000
94,3425.0000,6.4331,8.5500,0.0000,NaN,NaN,6.6401,NaN,0.1176,0.0000,0.0588
95,3418.0000,6.0692,6.3500,-95.9034,NaN,NaN,41.6458,0.5797,0.0690,0.0000,0.0000
96,3393.0000,1.6658,7.4500,-151.7700,NaN,NaN,21.6689,0.5853,0.0732,0.0000,0.0122
97,3382.0000,3.2960,6.8500,-121.5733,NaN,NaN,41.9091,0.5148,0.0309,0.0000,0.0000
98,3372.0000,3.2788,7.9000,-123.1517,NaN,NaN,50.8801,0.5515,0.0435,0.0000,0.0000
99,3361.0000,6.1637,7.2500,0.0000,NaN,NaN,24.1561,NaN,0.0154,0.0000,0.0000
100,3338.0000,5.8993,7.5500,0.0000,NaN,NaN,8.0446,NaN,0.0833,0.0000,0.0000
101,3334.0000,4.0039,7.1500,-21.5127,NaN,NaN,7.6864,0.6665,0.0435,0.0000,0.0435
102,3325.0000,2.9132,7.5500,-212.0308,NaN,NaN,12.2045,0.5288,0.1509,0.0000,0.0189
103,3298.0000,1.3760,7.0500,-97.1247,NaN,NaN,39.4779,0.5663,0.0171,0.0000,0.0000
104,3296.0000,6.0667,7.2500,0.0000,NaN,NaN,3.0292,NaN,0.0769,0.0000,0.0000
105,3292.0000,4.7623,6.9500,0.0000,NaN,NaN,37.0571,NaN,0.1481,0.0000,0.0741
106,3268.0000,5.2672,7.8500,-205.1792,NaN,NaN,17.7086,0.4457,0.0930,0.0000,0.0233
107,3253.0000,5.3916,6.9000,-223.2525,NaN,NaN,32.3284,0.4772,0.0137,0.0000,0.0000
108,3242.0000,6.9414,6.1000,-23.0756,NaN,NaN,33.0968,0.6277,0.1429,0.0000,0.1429
109,3237.0000,5.5561,6.9500,-9.2302,NaN,NaN,39.2213,0.6349,0.0755,0.0000,0.0189
110,3230.0000,6.1381,7.2000,-126.4625,NaN,NaN,31.3176,0.4933,0.0000,0.0000,0.0000
111,3188.0000,1.6529,6.8500,-163.3229,NaN,NaN,15.8909,0.4767,0.0522,0.0000,0.0087
112,3184.0000,4.7911,6.4000,-36.9210,NaN,NaN,53.5036,0.6145,0.0769,0.0000,0.0385
113,3175.0000,4.6240,7.4000,0.0000,NaN,NaN,19.5778,NaN,0.1000,0.0000,0.0000
114,3089.0000,5.8237,7.2500,0.0000,NaN,NaN,7.1480,NaN,0.0196,0.0000,0.0196
115,3058.0000,6.3279,6.4500,-33.4293,NaN,NaN,36.3728,0.6297,0.0303,0.0000,0.0000
116,3045.0000,4.7428,6.7500,-264.2656,NaN,NaN,35.8346,0.4254,0.0526,0.0000,0.0000
117,3026.0000,6.2522,6.9000,0.0000,NaN,NaN,7.0561,NaN,0.2143,0.0000,0.1429
118,3024.0000,3.3170,6.9000,-51.1972,NaN,NaN,16.8984,0.6304,0.1395,0.0000,0.0000
119,3023.0000,3.5689,7.4500,0.0000,NaN,NaN,49.0625,NaN,0.0784,0.0000,0.0000
120,3022.0000,4.3638,6.2500,0.0000,NaN,NaN,38.0200,NaN,0.0638,0.0000,0.0000
121,3014.0000,0.6787,6.3500,-23.7041,NaN,NaN,32.0019,0.6412,0.0741,0.0000,0.0185
122,3008.0000,3.1338,7.5500,-591.1380,NaN,NaN,49.6852,0.2346,0.0800,0.0000,0.0400
123,2972.0000,6.9273,7.3500,0.0000,NaN,NaN,49.8994,NaN,0.1429,0.0000,0.1429
124,2921.0000,5.1017,7.5000,-39.1222,NaN,NaN,48.8940,0.6230,0.0149,0.0000,0.0000
125,2899.0000,4.0317,7.4000,-154.9200,NaN,NaN,56.0381,0.4830,0.0517,0.0000,0.0000
126,2889.0000,-0.6273,7.1000,-232.2677,NaN,NaN,9.3082,0.5241,0.0000,0.0000,0.0000
127,2879.0000,6.8546,7.7500,0.0000,NaN,NaN,31.2693,NaN,0.1111,0.0000,0.1111
128,2866.0000,5.1177,7.0000,-174.2709,NaN,NaN,43.6467,0.4036,0.0938,0.0000,0.0313
129,2829.0000,4.2383,6.6500,-11.4142,NaN,NaN,22.4022,0.6545,0.0750,0.0000,0.0750
130,2822.0000,6.2130,6.9500,0.0000,NaN,NaN,48.3697,NaN,0.0690,0.0000,0.0000
131,2781.0000,4.9292,7.6000,-65.8250,NaN,NaN,50.9843,0.6088,0.0000,0.0000,0.0000
132,2764.0000,6.4424,7.4500,-78.4570,NaN,NaN,3.7528,0.6281,0.2500,0.0000,0.1250
133,2759.0000,2.8213,6.8500,0.0000,NaN,NaN,62.3517,NaN,0.0926,0.0000,0.0370
134,2722.0000,6.5386,7.9000,0.0000,NaN,NaN,47.3285,NaN,0.0952,0.0000,0.0000
135,2709.0000,4.8045,6.6000,0.0000,NaN,NaN,50.5074,NaN,0.1111,0.0000,0.0370
136,2673.0000,2.6507,7.1500,0.0000,NaN,NaN,6.7818,NaN,0.0667,0.0000,0.0133
137,2663.0000,5.2187,6.3500,0.0000,NaN,NaN,64.4120,NaN,0.0833,0.0000,0.0000
138,2657.0000,3.9746,7.1000,-181.4469,NaN,NaN,51.3926,0.4699,0.1765,0.0000,0.1176
