Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,66647.0000,7.6116,7.0500,-374.8214,NaN,NaN,139.6949,0.0101,0.2313,0.0000,0.0000
1,42493.0000,7.3159,7.9500,-385.3014,NaN,NaN,213.7799,0.0097,0.2819,0.0000,0.0000
2,33009.0000,7.2267,6.6500,-525.0182,NaN,NaN,160.6746,0.0036,0.1682,0.0000,0.0000
3,24153.0000,6.4904,7.1000,-329.8256,NaN,NaN,97.1049,0.0037,0.3670,0.0000,0.0000
4,24150.0000,6.6319,7.4500,-364.0039,NaN,NaN,82.5631,0.0088,0.1789,0.0000,0.0000
5,13812.0000,6.1331,7.7500,-346.7241,NaN,NaN,124.2451,0.0088,0.2615,0.0000,0.0000
6,10671.0000,5.8827,8.1500,-347.1567,NaN,NaN,43.8967,0.0290,0.2246,0.0000,0.0000
7,7740.0000,5.2668,5.9000,-389.6748,NaN,NaN,12.6219,0.0485,0.4600,0.0000,0.0000
8,6777.0000,4.9844,6.0500,-193.8865,NaN,NaN,46.4138,0.0139,0.5051,0.0000,0.0000
9,6727.0000,5.5713,7.4000,-368.4727,NaN,NaN,74.4345,0.0166,0.1724,0.0000,0.0000
10,6682.0000,5.1116,6.8500,-271.6729,NaN,NaN,27.4031,0.0319,0.3963,0.0000,0.0000
11,6675.0000,5.2580,5.9500,-279.5718,NaN,NaN,45.8025,0.0262,0.3695,0.0000,0.0000
12,6604.0000,5.5466,6.9500,-404.5531,NaN,NaN,83.5335,0.0309,0.1707,0.0000,0.0000
13,5491.0000,5.4489,7.7500,-537.2254,NaN,NaN,90.1844,0.0116,0.1667,0.0000,0.0000
14,5319.0000,4.9155,7.4000,-304.3524,NaN,NaN,35.0396,0.0362,0.3641,0.0000,0.0000
15,5025.0000,4.8167,5.9000,-261.6156,NaN,NaN,39.7038,0.0114,0.4103,0.0000,0.0000
16,4544.0000,4.7695,6.4500,-336.0612,NaN,NaN,61.1780,0.0188,0.3585,0.0000,0.0000
17,4454.0000,4.6321,6.8500,-235.6512,NaN,NaN,74.3697,0.0182,0.3264,0.0000,0.0000
18,4444.0000,5.1344,7.3500,-378.9746,NaN,NaN,94.1071,0.0161,0.3059,0.0000,0.0000
19,4323.0000,4.8393,6.5500,-291.5807,NaN,NaN,60.0979,0.0104,0.3333,0.0000,0.0000
20,4287.0000,4.6955,7.8000,-296.4609,NaN,NaN,30.2313,0.0333,0.4459,0.0000,0.0000
21,4280.0000,4.5558,6.0000,-307.9227,NaN,NaN,35.0440,0.0101,0.3551,0.0000,0.0000
22,3934.0000,4.7381,6.6000,-317.4757,NaN,NaN,20.5857,0.0316,0.3224,0.0000,0.0000
23,3851.0000,4.6067,6.3000,-350.3885,NaN,NaN,19.9252,0.0357,0.3923,0.0000,0.0000
24,3804.0000,5.1534,7.9000,-565.4183,NaN,NaN,61.6775,0.0389,0.1448,0.0000,0.0000
25,3799.0000,4.8255,7.5500,-305.9224,NaN,NaN,78.3208,0.0138,0.4458,0.0000,0.0000
26,3790.0000,4.5974,7.0500,-250.4606,NaN,NaN,15.7389,0.0487,0.3456,0.0000,0.0000
27,3773.0000,4.4644,6.3500,-226.8985,NaN,NaN,41.0361,0.0276,0.4098,0.0000,0.0000
28,3632.0000,4.9301,6.8000,-476.7180,NaN,NaN,37.9162,0.0104,0.1472,0.0000,0.0000
29,3626.0000,4.6058,6.0500,-275.8476,NaN,NaN,49.1267,0.0214,0.3478,0.0000,0.0000
30,3602.0000,4.7151,7.9000,-410.9147,NaN,NaN,13.7553,0.0314,0.2500,0.0000,0.0000
31,3535.0000,4.8399,6.3000,-581.8111,NaN,NaN,25.7160,0.0228,0.1617,0.0000,0.0000
32,3526.0000,4.8237,7.7000,-322.2164,NaN,NaN,61.7705,0.0286,0.1582,0.0000,0.0000
33,3525.0000,4.7851,7.0000,-385.8871,NaN,NaN,98.5809,0.0159,0.2424,0.0000,0.0000
34,3441.0000,4.3737,5.5500,-312.9847,NaN,NaN,48.7313,0.0246,0.4393,0.0000,0.0000
35,3432.0000,4.9875,4.4500,-457.3245,NaN,NaN,3.4342,0.1005,0.0545,0.0000,0.0000
