iteration	timestamp	zTotalTime	phiTotalTime	typeTokenDensity	documentDensity	z-0	countUpdate-0	phiDensity
0	1601296245750	0	0	0.001	0.0	0	0	0.9890217698614645
100	1601296255885	20	6	0.001018659881255301	0.0010222121486854034	6	13	0.9889927905004241
200	1601296265088	29	10	0.0011249646593158044	0.001227561196736174	15	13	0.9889492507774951
300	1601296274883	21	21	0.0013774385072094996	0.0018204895738893926	8	13	0.9886904156064461
400	1601296284823	28	19	0.0017305626236923948	0.0027257479601087943	8	19	0.988425219112242
500	1601296294750	29	14	0.002044811987560079	0.0038077969174977336	9	19	0.988121571953633
600	1601296305096	25	18	0.0022750918857789085	0.004712148685403445	10	14	0.9879390726604467
700	1601296315240	23	18	0.002395674300254453	0.005370353581142339	12	11	0.987745829799265
800	1601296325423	30	24	0.0024819055696918293	0.0058268359020852215	11	19	0.9877284421826407
900	1601296335745	26	13	0.002561492790500424	0.006181323662737987	11	15	0.9875815662991235
1000	1601296345820	25	9	0.002595843935538592	0.006404805077062556	10	15	0.9876088493073226
1100	1601296355860	33	10	0.0026341532372066725	0.006615593834995466	20	13	0.9875739327113373
1200	1601296365905	24	13	0.0026492790500424086	0.006818676337262013	11	13	0.9875173876166242
1300	1601296376173	31	13	0.0026724625388747526	0.006957388939256574	12	19	0.9875646027707097
1400	1601296386514	23	17	0.0027075204975968337	0.0071060743427017225	11	11	0.9875318066157761
1500	1601296396842	38	10	0.002711337291489963	0.007252493200362648	22	15	0.9874909527848459
1600	1601296406931	26	19	0.0027312694373763076	0.007344514959202177	11	14	0.9874279050042409
1700	1601296417309	26	8	0.002741306191687871	0.00742157751586582	11	14	0.9874201300537179
1800	1601296427602	29	10	0.002740316652530393	0.00750453309156845	11	18	0.987449250777495
1900	1601296437753	25	14	0.0027560079163132596	0.007598368087035358	11	14	0.9874831778343228
2000	1601296448184	38	18	0.0027715578173593443	0.007563009972801451	10	28	0.9874855810008482
2100	1601296458510	25	17	0.002778060503251343	0.007642792384406165	12	13	0.9874585807181228
2200	1601296468859	29	8	0.0027800395815662992	0.007631459655485041	13	16	0.987456460277071
2300	1601296479311	27	15	0.002810291207237772	0.007634632819582955	14	13	0.9874250777495053
2400	1601296489450	34	10	0.002803788521345773	0.007674524025385313	18	15	0.9874123551031948
2500	1601296499963	29	14	0.002823579304495335	0.007743880326382592	14	14	0.9874307322589765
2600	1601296510321	33	11	0.002818207520497597	0.007842701722574796	12	21	0.9874124964659315
2700	1601296520544	26	23	0.0028268306474413343	0.007817769718948321	11	14	0.9874550466497032
2800	1601296530812	25	9	0.0028394119310149843	0.0077833182230281055	11	14	0.9874001979078315
2900	1601296541055	25	16	0.002838139666383941	0.007737987307343609	11	14	0.9873976533785694
3000	1601296551256	28	19	0.002833474696070116	0.007767452402538532	14	14	0.9874396381113938
3100	1601296561544	30	11	0.002822589765337857	0.0077719854941069805	11	19	0.9873350296861747
3200	1601296572018	28	12	0.0028539722929035905	0.007847234814143246	13	15	0.987386909810574
3300	1601296582374	26	14	0.00286542267458298	0.00785766092475068	12	14	0.9873826689284705
3400	1601296592909	29	34	0.0028515691263782867	0.00787126019945603	14	15	0.9874718688153803
3500	1601296603142	33	16	0.002878710771840543	0.007838621940163193	12	20	0.9873712185467911
3600	1601296613363	26	11	0.002871925360474979	0.0077982774252039885	13	13	0.9873413910093299
3700	1601296623504	27	12	0.0028668363019508057	0.007802810516772439	12	15	0.9873835171048911
3800	1601296633664	29	11	0.0028774385072094996	0.007825022665457843	12	17	0.9873689567430025
3900	1601296643920	37	19	0.0028832343794175856	0.007884406165004533	21	15	0.987358213175007
4000	1601296654181	24	20	0.0028927056827820186	0.007870353581142337	11	13	0.9873890302516257
4100	1601296664549	25	12	0.0029013288097257564	0.007931097008159565	11	14	0.9873305060785977
4200	1601296674824	28	9	0.002897653378569409	0.007952402538531278	11	17	0.9874072660446707
4300	1601296685148	27	10	0.002912213740458015	0.007883499546690842	12	15	0.9873275374611252
4400	1601296695499	29	13	0.002916454622561493	0.007840435176790572	14	15	0.9873860616341532
4500	1601296705650	28	9	0.002904721515408538	0.007901178603807797	13	14	0.9873193384223918
4600	1601296715973	31	12	0.0029178682499293187	0.007880779691749775	11	20	0.9872903590613514
4700	1601296726364	38	13	0.0029129205541419284	0.007900725294650952	20	17	0.9874081142210913
4800	1601296736742	25	24	0.0029083969465648857	0.007913871260199455	10	15	0.9873551031947978
4900	1601296746931	25	17	0.002931014984450099	0.007943789664551225	12	13	0.9873242861181792
5000	1601296757110	26	13	0.0029225332202431438	0.00801631912964642	12	14	0.9873739044387899
5100	1601296767374	27	15	0.0029124964659315803	0.008005893019038986	13	14	0.987324427480916
5200	1601296777699	32	16	0.0029226745829799266	0.00800362647325476	11	21	0.9873450664404863
