Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,93542.0000,7.4003,6.0500,-321.0312,NaN,NaN,855.4151,0.0002,0.3715,0.0000,0.0260
1,56093.0000,9.8299,4.1500,-525.5801,NaN,NaN,606.4395,0.3537,0.1758,0.0000,0.0111
2,17947.0000,7.8417,6.2500,-207.0900,NaN,NaN,156.1382,0.4962,0.1319,0.0000,0.0018
3,13367.0000,8.4111,6.4000,-51.6487,NaN,NaN,71.6320,0.6242,0.0610,0.0000,0.0000
4,12054.0000,9.2241,7.5500,0.0000,NaN,NaN,122.9457,NaN,0.0217,0.0000,0.0000
5,10239.0000,8.7640,6.4500,-7.2449,NaN,NaN,136.4553,0.6251,0.0105,0.0000,0.0000
6,8921.0000,7.4115,5.3000,-58.5111,NaN,NaN,107.5470,0.6122,0.0701,0.0000,0.0000
7,8701.0000,7.6102,6.3500,-168.9256,NaN,NaN,94.5217,0.5506,0.1030,0.0000,0.0061
8,6122.0000,6.5234,6.7500,0.0000,NaN,NaN,106.0043,NaN,0.0367,0.0000,0.0000
9,5933.0000,8.0721,7.5000,-54.4280,NaN,NaN,69.7574,0.6238,0.0270,0.0000,0.0090
10,5115.0000,7.9103,7.1000,-29.9698,NaN,NaN,82.7492,0.6144,0.1875,0.0000,0.0938
11,4708.0000,8.1443,6.5500,0.0000,NaN,NaN,71.8075,NaN,0.0000,0.0000,0.0000
12,4426.0000,-38.1215,7.8500,-166.9823,NaN,NaN,28.6631,0.5326,0.1983,0.0005,0.0165
13,4402.0000,7.1541,5.5500,-266.2366,NaN,NaN,62.4399,0.4314,0.0142,0.0000,0.0000
14,4382.0000,7.5485,6.0000,0.0000,NaN,NaN,60.0924,NaN,0.0051,0.0000,0.0000
15,3693.0000,7.5862,5.4500,-136.7161,NaN,NaN,125.4449,0.5069,0.0000,0.0000,0.0000
16,3425.0000,6.3237,5.5500,-88.3883,NaN,NaN,38.9188,0.5744,0.0471,0.0000,0.0000
17,3052.0000,6.6898,7.1000,-95.2491,NaN,NaN,40.2085,0.5945,0.1321,0.0000,0.0000
18,2887.0000,7.6915,6.8500,0.0000,NaN,NaN,17.5736,NaN,0.0000,0.0000,0.0000
19,2429.0000,-0.7733,6.9000,-491.4949,NaN,NaN,33.9159,0.2944,0.0578,0.0000,0.0034
20,2424.0000,7.0225,6.9500,0.0000,NaN,NaN,92.7334,NaN,0.0526,0.0000,0.0526
21,2334.0000,7.0625,5.9000,-42.0238,NaN,NaN,50.4198,0.6197,0.0317,0.0000,0.0000
22,2290.0000,4.9336,6.4500,0.0000,NaN,NaN,33.5554,NaN,0.0195,0.0000,0.0000
23,2180.0000,-10.0611,6.7000,-267.2488,NaN,NaN,51.6711,0.5026,0.4569,0.0331,0.2995
24,2128.0000,5.7967,6.1000,-59.4265,NaN,NaN,30.0610,0.6096,0.1000,0.0000,0.0286
