Topic,tokens,document_entropy,word-length,coherence,uniform_dist,corpus_dist,eff_num_words,token-doc-diff,rank_1_docs,allocation_ratio,allocation_count
0,93168.0000,7.4101,5.9500,-328.5368,NaN,NaN,842.7356,0.0002,0.3726,0.0000,0.0224
1,57028.0000,10.8263,4.1500,0.0000,NaN,NaN,593.5765,NaN,0.1166,0.0000,0.0000
2,15298.0000,8.6353,6.5000,-304.0021,NaN,NaN,201.2289,0.4231,0.1152,0.0407,0.0628
3,12929.0000,7.0261,6.5500,-200.2058,NaN,NaN,83.0774,0.4913,0.1361,0.0000,0.0021
4,10620.0000,4.7064,7.6000,-253.6659,NaN,NaN,112.0623,0.4619,0.0829,0.0122,0.0345
5,9584.0000,-12.7820,5.5000,-605.2269,NaN,NaN,110.9261,0.3565,0.1949,0.0000,0.0232
6,9190.0000,6.2751,6.8000,-80.6681,NaN,NaN,126.1797,0.5745,0.1304,0.0000,0.0167
7,7886.0000,7.3953,6.4000,-235.7296,NaN,NaN,91.9441,0.5137,0.0909,0.0000,0.0061
8,7075.0000,7.9911,7.6000,-14.1818,NaN,NaN,78.6009,0.6266,0.0084,0.0000,0.0000
9,6701.0000,7.8385,5.6000,-274.8393,NaN,NaN,86.6799,0.5124,0.0099,0.0000,0.0000
10,6355.0000,7.7365,7.3500,0.0000,NaN,NaN,72.5236,NaN,0.1026,0.0000,0.0128
11,5056.0000,7.0827,5.6000,0.0000,NaN,NaN,74.5968,NaN,0.0379,0.0000,0.0000
12,4939.0000,8.0474,6.8000,0.0000,NaN,NaN,91.0917,NaN,0.0164,0.0000,0.0000
13,4517.0000,6.9880,5.8000,-96.4389,NaN,NaN,55.6781,0.5594,0.0222,0.0000,0.0000
14,4005.0000,8.1161,6.4000,0.0000,NaN,NaN,132.8818,NaN,0.0909,0.0000,0.0000
15,4001.0000,7.1763,5.8000,-158.3935,NaN,NaN,57.2522,0.5443,0.0412,0.0000,0.0000
16,3410.0000,-4.0274,6.9000,-528.9299,NaN,NaN,45.2638,0.3410,0.4009,0.0405,0.2716
17,3398.0000,7.4796,5.5500,0.0000,NaN,NaN,37.6927,NaN,0.0238,0.0000,0.0000
18,3254.0000,1.3019,7.2000,-707.1266,NaN,NaN,18.3397,0.2442,0.0466,0.0000,0.0000
19,2590.0000,5.0007,5.0000,-46.8010,NaN,NaN,116.1375,0.6023,0.2708,0.0000,0.1875
20,2541.0000,6.7682,6.3000,0.0000,NaN,NaN,67.2032,NaN,0.0179,0.0000,0.0000
21,2447.0000,7.3363,6.9500,0.0000,NaN,NaN,35.9466,NaN,0.0476,0.0000,0.0000
22,2411.0000,6.2990,7.7500,-121.9051,NaN,NaN,51.9804,0.5309,0.0370,0.0000,0.0000
23,2367.0000,6.2621,7.1500,-125.7443,NaN,NaN,26.1077,0.4086,0.1400,0.0000,0.0000
24,2289.0000,-8.5089,6.3000,-25.5314,NaN,NaN,56.4306,0.5896,0.0726,0.0000,0.0074
25,2273.0000,7.2366,5.9500,0.0000,NaN,NaN,51.0179,NaN,0.1000,0.0000,0.0000
26,2215.0000,5.4833,6.4500,0.0000,NaN,NaN,33.8018,NaN,0.1724,0.0000,0.0000
